Time,F0,F1,F2,,,,,,,,,,,
20.98,581,521,517,,,,,,,,,,,
21.01,580,522,522,,,,,,,,,,,
21.04,581,529,531,,,,,,,,,,,
21.08,588,539,522,,,,,,,,,,,
21.11,594,527,518,,,,,,,,,,,
21.14,584,523,516,,,,,,,,,,,
21.17,581,521,516,,,,,,,,,,,
21.21,580,521,517,,,,,,,,,,,
21.24,579,523,523,,,,,,,,,,,
21.27,581,528,531,,,,,,,,,,,
21.3,587,539,522,,,,,,,,,,,
21.34,594,526,517,,,,,,,,,,,
21.37,583,522,515,,,,,,,,,,,
21.4,580,521,516,,,,,,,,,,,
21.43,579,522,521,,,,,,,,,,,
21.46,581,529,536,,,,,,,,,,,
21.5,590,536,521,,,,,,,,,,,
21.53,588,525,517,,,,,,,,,,,
21.56,582,522,517,,,,,,,,,,,
21.59,580,523,523,,,,,,,,,,,
21.62,582,531,527,,,,,,,,,,,
21.66,596,527,518,,,,,,,,,,,
21.69,582,522,517,,,,,,,,,,,
21.72,580,523,527,,,,,,,,,,,
21.75,585,540,522,,,,,,,,,,,
21.79,587,524,517,,,,,,,,,,,
21.82,580,522,519,,,,,,,,,,,
21.85,581,533,529,,,,,,,,,,,
21.88,595,526,517,,,,,,,,,,,
21.92,581,522,517,,,,,,,,,,,
21.95,580,528,536,,,,,,,,,,,
21.98,566,529,518,,,,,,,,,,,
22.01,582,522,517,,,,,,,,,,,
22.04,580,526,528,,,,,,,,,,,
22.08,578,531,518,,,,,,,,,,,
22.11,582,523,515,,,,,,,,,,,
22.14,580,525,518,,,,,,,,,,,
22.17,588,533,518,,,,,,,,,,,
22.21,583,523,516,,,,,,,,,,,
22.24,580,526,508,,,,,,,,,,,
22.27,565,530,517,,,,,,,,,,,
22.3,581,522,516,,,,,,,,,,,
22.33,581,530,531,,,,,,,,,,,
22.37,596,526,516,,,,,,,,,,,
22.4,581,522,518,,,,,,,,,,,
22.43,581,534,527,,,,,,,,,,,
22.46,592,526,516,,,,,,,,,,,
22.5,580,523,518,,,,,,,,,,,
22.53,582,533,526,,,,,,,,,,,
22.56,591,525,516,,,,,,,,,,,
22.59,580,523,518,,,,,,,,,,,
22.62,582,530,526,,,,,,,,,,,
22.66,592,526,516,,,,,,,,,,,
22.69,581,523,518,,,,,,,,,,,
22.72,582,532,526,,,,,,,,,,,
22.75,592,526,516,,,,,,,,,,,
22.79,581,523,518,,,,,,,,,,,
22.82,582,534,528,,,,,,,,,,,
22.85,594,527,516,,,,,,,,,,,
22.88,581,523,518,,,,,,,,,,,
22.92,581,532,530,,,,,,,,,,,
22.95,596,527,517,,,,,,,,,,,
22.98,582,523,517,,,,,,,,,,,
23.01,581,530,533,,,,,,,,,,,
23.04,598,528,517,,,,,,,,,,,
23.08,582,523,517,,,,,,,,,,,
23.11,581,530,533,,,,,,,,,,,
23.14,595,528,517,,,,,,,,,,,
23.17,582,523,517,,,,,,,,,,,
23.2,581,531,531,,,,,,,,,,,
23.24,597,528,517,,,,,,,,,,,
23.27,582,523,518,,,,,,,,,,,
23.3,582,534,528,,,,,,,,,,,
23.33,593,527,516,,,,,,,,,,,
23.37,581,524,520,,,,,,,,,,,
23.4,584,538,522,,,,,,,,,,,
23.43,586,525,516,,,,,,,,,,,
23.46,581,525,523,,,,,,,,,,,
23.5,591,534,518,,,,,,,,,,,
23.53,583,524,517,,,,,,,,,,,
23.56,581,529,535,,,,,,,,,,,
23.59,598,528,517,,,,,,,,,,,
23.62,582,524,518,,,,,,,,,,,
23.66,582,533,530,,,,,,,,,,,
23.69,596,527,517,,,,,,,,,,,
23.72,582,524,517,,,,,,,,,,,
23.75,582,532,530,,,,,,,,,,,
23.79,597,528,517,,,,,,,,,,,
23.82,582,524,517,,,,,,,,,,,
23.85,581,530,534,,,,,,,,,,,
23.88,586,529,517,,,,,,,,,,,
23.92,582,524,516,,,,,,,,,,,
23.95,581,527,532,,,,,,,,,,,
23.98,567,531,517,,,,,,,,,,,
24.01,582,524,516,,,,,,,,,,,
24.04,581,527,506,,,,,,,,,,,
24.08,565,532,518,,,,,,,,,,,
24.11,583,524,516,,,,,,,,,,,
24.14,581,527,528,,,,,,,,,,,
24.17,573,530,517,,,,,,,,,,,
24.2,582,523,515,,,,,,,,,,,
24.24,577,525,528,,,,,,,,,,,
24.27,591,523,512,,,,,,,,,,,
24.3,577,519,514,,,,,,,,,,,
24.33,579,534,514,,,,,,,,,,,
24.37,579,519,511,,,,,,,,,,,
24.4,577,527,522,,,,,,,,,,,
24.43,584,520,511,,,,,,,,,,,
24.46,576,522,528,,,,,,,,,,,
24.5,589,521,511,,,,,,,,,,,
24.53,576,521,529,,,,,,,,,,,
24.56,589,521,510,,,,,,,,,,,
24.59,576,522,528,,,,,,,,,,,
24.62,585,520,510,,,,,,,,,,,
24.66,576,527,520,,,,,,,,,,,
24.69,580,519,511,,,,,,,,,,,
24.72,577,530,514,,,,,,,,,,,
24.75,578,518,513,,,,,,,,,,,
24.78,582,528,511,,,,,,,,,,,
24.82,576,519,521,,,,,,,,,,,
24.85,589,522,510,,,,,,,,,,,
24.88,576,522,525,,,,,,,,,,,
24.91,582,519,510,,,,,,,,,,,
24.95,577,527,514,,,,,,,,,,,
24.98,577,518,514,,,,,,,,,,,
25.01,586,524,510,,,,,,,,,,,
25.04,576,520,526,,,,,,,,,,,
25.07,585,520,510,,,,,,,,,,,
25.11,576,529,515,,,,,,,,,,,
25.14,578,519,511,,,,,,,,,,,
25.17,581,530,511,,,,,,,,,,,
25.2,576,519,519,,,,,,,,,,,
25.24,559,522,510,,,,,,,,,,,
25.27,576,521,527,,,,,,,,,,,
25.3,584,520,510,,,,,,,,,,,
25.33,576,530,515,,,,,,,,,,,
25.36,578,518,511,,,,,,,,,,,
25.4,580,531,511,,,,,,,,,,,
25.43,576,519,519,,,,,,,,,,,
25.46,572,522,509,,,,,,,,,,,
25.49,576,522,523,,,,,,,,,,,
25.53,581,519,510,,,,,,,,,,,
25.56,577,534,512,,,,,,,,,,,
25.59,577,519,515,,,,,,,,,,,
25.62,562,523,509,,,,,,,,,,,
25.66,576,522,524,,,,,,,,,,,
25.69,581,519,510,,,,,,,,,,,
25.72,578,533,512,,,,,,,,,,,
25.75,576,519,517,,,,,,,,,,,
25.78,579,523,509,,,,,,,,,,,
25.82,576,523,522,,,,,,,,,,,
25.85,580,519,510,,,,,,,,,,,
25.88,579,535,511,,,,,,,,,,,
25.91,576,519,520,,,,,,,,,,,
25.95,591,521,509,,,,,,,,,,,
25.98,576,529,516,,,,,,,,,,,
26.01,578,519,512,,,,,,,,,,,
26.04,583,526,510,,,,,,,,,,,
26.07,576,521,528,,,,,,,,,,,
26.11,584,520,510,,,,,,,,,,,
26.14,577,513,513,,,,,,,,,,,
26.17,577,519,515,,,,,,,,,,,
26.2,570,524,510,,,,,,,,,,,
26.23,576,522,527,,,,,,,,,,,
26.27,584,520,510,,,,,,,,,,,
26.3,577,510,515,,,,,,,,,,,
26.33,578,519,513,,,,,,,,,,,
26.36,583,529,511,,,,,,,,,,,
26.4,576,520,522,,,,,,,,,,,
26.43,593,522,510,,,,,,,,,,,
26.46,576,523,525,,,,,,,,,,,
26.49,582,520,510,,,,,,,,,,,
26.53,577,518,516,,,,,,,,,,,
26.56,579,520,512,,,,,,,,,,,
26.59,579,535,512,,,,,,,,,,,
26.62,577,519,516,,,,,,,,,,,
26.65,577,525,511,,,,,,,,,,,
26.69,576,521,493,,,,,,,,,,,
26.72,591,522,510,,,,,,,,,,,
26.75,576,525,522,,,,,,,,,,,
26.78,581,520,510,,,,,,,,,,,
26.82,578,504,514,,,,,,,,,,,
26.85,578,520,513,,,,,,,,,,,
26.88,583,529,511,,,,,,,,,,,
26.91,576,520,521,,,,,,,,,,,
26.94,587,523,510,,,,,,,,,,,
26.98,576,522,529,,,,,,,,,,,
27.01,587,522,510,,,,,,,,,,,
27.04,576,525,522,,,,,,,,,,,
27.07,582,521,510,,,,,,,,,,,
27.11,577,530,519,,,,,,,,,,,
27.14,580,520,510,,,,,,,,,,,
27.17,577,505,515,,,,,,,,,,,
27.2,579,520,511,,,,,,,,,,,
27.23,579,537,513,,,,,,,,,,,
27.27,577,520,514,,,,,,,,,,,
27.3,585,528,511,,,,,,,,,,,
27.33,576,520,522,,,,,,,,,,,
27.36,593,523,510,,,,,,,,,,,
27.4,576,524,526,,,,,,,,,,,
27.43,583,521,510,,,,,,,,,,,
27.46,577,514,515,,,,,,,,,,,
27.49,578,520,512,,,,,,,,,,,
27.53,581,531,512,,,,,,,,,,,
27.56,576,521,522,,,,,,,,,,,
27.59,593,523,510,,,,,,,,,,,
27.62,576,525,523,,,,,,,,,,,
27.65,581,521,511,,,,,,,,,,,
27.69,578,538,513,,,,,,,,,,,
27.72,577,520,516,,,,,,,,,,,
27.75,577,525,511,,,,,,,,,,,
27.78,575,523,527,,,,,,,,,,,
27.81,581,521,511,,,,,,,,,,,
27.85,577,538,514,,,,,,,,,,,
27.88,576,521,517,,,,,,,,,,,
27.91,566,524,511,,,,,,,,,,,
27.94,575,525,523,,,,,,,,,,,
27.98,579,521,512,,,,,,,,,,,
28.01,578,536,513,,,,,,,,,,,
28.04,575,521,522,,,,,,,,,,,
28.07,591,523,511,,,,,,,,,,,
28.11,575,527,520,,,,,,,,,,,
28.14,579,521,512,,,,,,,,,,,
28.17,578,536,513,,,,,,,,,,,
28.2,576,521,520,,,,,,,,,,,
28.23,592,524,510,,,,,,,,,,,
28.27,576,526,523,,,,,,,,,,,
28.3,580,521,511,,,,,,,,,,,
28.33,578,536,514,,,,,,,,,,,
28.36,578,521,514,,,,,,,,,,,
28.4,581,534,513,,,,,,,,,,,
28.43,577,521,516,,,,,,,,,,,
28.46,585,530,512,,,,,,,,,,,
28.49,577,522,519,,,,,,,,,,,
28.52,567,526,511,,,,,,,,,,,
28.56,577,523,496,,,,,,,,,,,
28.59,591,524,511,,,,,,,,,,,
28.62,576,526,527,,,,,,,,,,,
28.65,583,523,511,,,,,,,,,,,
28.69,577,530,517,,,,,,,,,,,
28.72,579,522,513,,,,,,,,,,,
28.75,581,534,513,,,,,,,,,,,
28.78,577,522,521,,,,,,,,,,,
28.81,580,525,511,,,,,,,,,,,
28.85,576,526,523,,,,,,,,,,,
28.88,580,522,512,,,,,,,,,,,
28.91,579,538,513,,,,,,,,,,,
28.94,577,522,521,,,,,,,,,,,
28.98,593,525,511,,,,,,,,,,,
29.01,576,529,519,,,,,,,,,,,
29.04,579,522,513,,,,,,,,,,,
29.07,582,531,512,,,,,,,,,,,
29.11,576,523,506,,,,,,,,,,,
29.14,586,523,511,,,,,,,,,,,
29.17,577,530,514,,,,,,,,,,,
29.2,578,522,518,,,,,,,,,,,
29.23,561,525,511,,,,,,,,,,,
29.27,577,528,520,,,,,,,,,,,
29.3,580,522,513,,,,,,,,,,,
29.33,581,532,512,,,,,,,,,,,
29.36,577,523,501,,,,,,,,,,,
29.39,587,524,511,,,,,,,,,,,
29.43,577,514,516,,,,,,,,,,,
29.46,578,522,515,,,,,,,,,,,
29.49,586,528,512,,,,,,,,,,,
29.52,576,524,521,,,,,,,,,,,
29.56,586,524,512,,,,,,,,,,,
29.59,577,530,518,,,,,,,,,,,
29.62,579,523,513,,,,,,,,,,,
29.65,580,536,514,,,,,,,,,,,
29.68,577,523,518,,,,,,,,,,,
29.72,586,529,512,,,,,,,,,,,
29.75,577,523,521,,,,,,,,,,,
29.78,570,528,513,,,,,,,,,,,
29.81,577,523,518,,,,,,,,,,,
29.85,585,531,514,,,,,,,,,,,
29.88,578,523,515,,,,,,,,,,,
29.91,582,536,514,,,,,,,,,,,
29.94,578,523,514,,,,,,,,,,,
29.98,581,538,514,,,,,,,,,,,
30.01,578,523,514,,,,,,,,,,,
30.04,582,535,514,,,,,,,,,,,
30.07,578,523,517,,,,,,,,,,,
30.1,586,529,512,,,,,,,,,,,
30.14,577,524,504,,,,,,,,,,,
30.17,591,525,512,,,,,,,,,,,
30.2,577,527,525,,,,,,,,,,,
30.23,582,523,512,,,,,,,,,,,
30.27,578,519,516,,,,,,,,,,,
30.3,578,523,515,,,,,,,,,,,
30.33,586,529,512,,,,,,,,,,,
30.36,577,524,527,,,,,,,,,,,
30.39,587,524,512,,,,,,,,,,,
30.43,577,534,517,,,,,,,,,,,
30.46,579,523,514,,,,,,,,,,,
30.49,584,530,513,,,,,,,,,,,
30.52,577,524,512,,,,,,,,,,,
30.56,587,524,512,,,,,,,,,,,
30.59,577,527,517,,,,,,,,,,,
30.62,579,523,514,,,,,,,,,,,
30.65,585,530,513,,,,,,,,,,,
30.68,577,525,522,,,,,,,,,,,
30.72,585,524,512,,,,,,,,,,,
30.75,578,528,516,,,,,,,,,,,
30.78,578,523,517,,,,,,,,,,,
30.81,582,528,512,,,,,,,,,,,
30.85,577,526,528,,,,,,,,,,,
30.88,583,524,512,,,,,,,,,,,
30.91,578,533,515,,,,,,,,,,,
30.94,578,523,517,,,,,,,,,,,
30.98,586,529,513,,,,,,,,,,,
31.01,577,525,524,,,,,,,,,,,
31.04,589,525,512,,,,,,,,,,,
31.07,577,531,521,,,,,,,,,,,
31.1,581,524,513,,,,,,,,,,,
31.14,579,540,515,,,,,,,,,,,
31.17,578,523,517,,,,,,,,,,,
31.2,585,529,513,,,,,,,,,,,
31.23,577,525,526,,,,,,,,,,,
31.26,589,525,512,,,,,,,,,,,
31.3,577,532,521,,,,,,,,,,,
31.33,581,524,513,,,,,,,,,,,
31.36,580,541,516,,,,,,,,,,,
31.39,579,524,517,,,,,,,,,,,
31.43,587,530,513,,,,,,,,,,,
31.46,577,525,515,,,,,,,,,,,
31.49,591,526,512,,,,,,,,,,,
31.52,577,530,522,,,,,,,,,,,
31.55,582,524,513,,,,,,,,,,,
31.59,580,540,516,,,,,,,,,,,
31.62,579,524,517,,,,,,,,,,,
31.65,582,529,513,,,,,,,,,,,
31.68,578,526,531,,,,,,,,,,,
31.72,588,525,513,,,,,,,,,,,
31.75,578,535,518,,,,,,,,,,,
31.78,580,524,514,,,,,,,,,,,
31.81,583,535,514,,,,,,,,,,,
31.85,578,524,524,,,,,,,,,,,
31.88,595,527,513,,,,,,,,,,,
31.91,578,528,526,,,,,,,,,,,
31.94,583,525,513,,,,,,,,,,,
31.97,579,520,516,,,,,,,,,,,
32.01,580,524,516,,,,,,,,,,,
32.04,587,531,514,,,,,,,,,,,
32.07,578,525,502,,,,,,,,,,,
32.1,592,527,513,,,,,,,,,,,
32.14,578,530,524,,,,,,,,,,,
32.17,583,525,513,,,,,,,,,,,
32.2,579,509,517,,,,,,,,,,,
32.23,580,524,515,,,,,,,,,,,
32.27,583,536,515,,,,,,,,,,,
32.3,578,525,521,,,,,,,,,,,
32.33,563,529,513,,,,,,,,,,,
32.36,578,526,530,,,,,,,,,,,
32.39,589,526,513,,,,,,,,,,,
32.43,578,530,525,,,,,,,,,,,
32.46,584,525,513,,,,,,,,,,,
32.49,578,535,520,,,,,,,,,,,
32.52,581,525,514,,,,,,,,,,,
32.56,579,526,517,,,,,,,,,,,
32.59,580,524,514,,,,,,,,,,,
32.62,581,542,516,,,,,,,,,,,
32.65,579,524,515,,,,,,,,,,,
32.68,583,536,515,,,,,,,,,,,
32.72,578,524,517,,,,,,,,,,,
32.75,586,532,514,,,,,,,,,,,
32.78,578,525,521,,,,,,,,,,,
32.81,570,530,513,,,,,,,,,,,
32.85,578,526,501,,,,,,,,,,,
32.88,592,527,513,,,,,,,,,,,
32.91,577,528,530,,,,,,,,,,,
32.94,585,526,513,,,,,,,,,,,
32.97,578,535,520,,,,,,,,,,,
33.01,580,525,514,,,,,,,,,,,
33.04,581,540,515,,,,,,,,,,,
33.07,578,524,519,,,,,,,,,,,
33.1,574,529,513,,,,,,,,,,,
33.13,577,527,530,,,,,,,,,,,
33.17,585,526,513,,,,,,,,,,,
33.2,578,525,517,,,,,,,,,,,
33.23,580,525,515,,,,,,,,,,,
33.26,583,535,514,,,,,,,,,,,
33.3,578,525,523,,,,,,,,,,,
33.33,587,528,513,,,,,,,,,,,
33.36,578,529,526,,,,,,,,,,,
33.39,583,525,513,,,,,,,,,,,
33.43,579,530,516,,,,,,,,,,,
33.46,580,525,516,,,,,,,,,,,
33.49,587,532,513,,,,,,,,,,,
33.52,578,526,523,,,,,,,,,,,
33.55,590,527,513,,,,,,,,,,,
33.59,579,534,520,,,,,,,,,,,
33.62,582,525,514,,,,,,,,,,,
33.65,581,542,515,,,,,,,,,,,
33.68,580,525,517,,,,,,,,,,,
33.72,588,532,513,,,,,,,,,,,
33.75,578,526,503,,,,,,,,,,,
33.78,593,527,513,,,,,,,,,,,
33.81,578,529,528,,,,,,,,,,,
33.85,585,526,513,,,,,,,,,,,
33.88,579,534,518,,,,,,,,,,,
33.91,581,525,514,,,,,,,,,,,
33.94,582,538,515,,,,,,,,,,,
33.97,578,525,521,,,,,,,,,,,
34.01,562,529,513,,,,,,,,,,,
34.04,578,528,528,,,,,,,,,,,
34.07,584,526,513,,,,,,,,,,,
34.1,579,529,516,,,,,,,,,,,
34.13,579,525,517,,,,,,,,,,,
34.17,581,530,513,,,,,,,,,,,
34.2,578,528,530,,,,,,,,,,,
34.23,584,526,513,,,,,,,,,,,
34.26,580,535,516,,,,,,,,,,,
34.3,579,525,520,,,,,,,,,,,
34.33,581,529,513,,,,,,,,,,,
34.36,578,530,524,,,,,,,,,,,
34.39,582,525,514,,,,,,,,,,,
34.42,581,539,514,,,,,,,,,,,
34.46,578,526,507,,,,,,,,,,,
34.49,591,527,513,,,,,,,,,,,
34.52,578,533,517,,,,,,,,,,,
34.55,580,525,516,,,,,,,,,,,
34.59,586,530,513,,,,,,,,,,,
34.62,578,528,530,,,,,,,,,,,
34.65,584,526,512,,,,,,,,,,,
34.68,579,528,516,,,,,,,,,,,
34.72,579,525,519,,,,,,,,,,,
34.75,570,529,512,,,,,,,,,,,
34.78,578,530,523,,,,,,,,,,,
34.81,581,525,514,,,,,,,,,,,
34.84,581,537,514,,,,,,,,,,,
34.88,578,525,510,,,,,,,,,,,
34.91,592,527,512,,,,,,,,,,,
34.94,578,534,519,,,,,,,,,,,
34.97,580,525,514,,,,,,,,,,,
35.01,584,533,513,,,,,,,,,,,
35.04,578,527,530,,,,,,,,,,,
35.07,586,526,512,,,,,,,,,,,
35.1,579,529,515,,,,,,,,,,,
35.13,578,525,520,,,,,,,,,,,
35.17,594,527,512,,,,,,,,,,,
35.2,577,533,519,,,,,,,,,,,
35.23,580,525,514,,,,,,,,,,,
35.26,585,532,513,,,,,,,,,,,
35.3,577,527,529,,,,,,,,,,,
35.33,583,525,512,,,,,,,,,,,
35.36,580,541,514,,,,,,,,,,,
35.39,578,525,512,,,,,,,,,,,
35.42,589,526,512,,,,,,,,,,,
35.46,578,525,515,,,,,,,,,,,
35.49,578,525,520,,,,,,,,,,,
35.52,593,527,512,,,,,,,,,,,
35.55,578,532,516,,,,,,,,,,,
35.59,579,525,519,,,,,,,,,,,
35.62,592,527,512,,,,,,,,,,,
35.65,578,527,516,,,,,,,,,,,
35.68,578,525,519,,,,,,,,,,,
35.72,593,527,511,,,,,,,,,,,
35.75,578,512,515,,,,,,,,,,,
35.78,578,525,523,,,,,,,,,,,
35.81,590,526,512,,,,,,,,,,,
35.84,579,543,514,,,,,,,,,,,
35.88,578,526,513,,,,,,,,,,,
35.91,585,526,512,,,,,,,,,,,
35.94,581,537,513,,,,,,,,,,,
35.97,578,527,528,,,,,,,,,,,
36,582,525,513,,,,,,,,,,,
36.04,585,530,512,,,,,,,,,,,
36.07,577,531,519,,,,,,,,,,,
36.1,580,525,516,,,,,,,,,,,
36.13,592,527,511,,,,,,,,,,,
36.17,578,519,515,,,,,,,,,,,
36.2,578,525,501,,,,,,,,,,,
36.23,587,526,512,,,,,,,,,,,
36.26,580,537,513,,,,,,,,,,,
36.29,577,527,526,,,,,,,,,,,
36.33,581,525,514,,,,,,,,,,,
36.36,584,529,511,,,,,,,,,,,
36.39,578,535,516,,,,,,,,,,,
36.42,579,525,521,,,,,,,,,,,
36.46,591,526,512,,,,,,,,,,,
36.49,580,542,513,,,,,,,,,,,
36.52,578,526,527,,,,,,,,,,,
36.55,583,525,512,,,,,,,,,,,
36.59,583,532,512,,,,,,,,,,,
36.62,577,529,521,,,,,,,,,,,
36.65,580,525,515,,,,,,,,,,,
36.68,565,528,511,,,,,,,,,,,
36.71,578,520,515,,,,,,,,,,,
36.75,578,525,518,,,,,,,,,,,
36.78,589,526,512,,,,,,,,,,,
36.81,580,540,513,,,,,,,,,,,
36.84,578,527,528,,,,,,,,,,,
36.88,582,525,513,,,,,,,,,,,
36.91,586,530,512,,,,,,,,,,,
36.94,578,533,518,,,,,,,,,,,
36.97,579,525,519,,,,,,,,,,,
37,593,527,512,,,,,,,,,,,
37.04,579,542,514,,,,,,,,,,,
37.07,578,527,527,,,,,,,,,,,
37.1,583,525,513,,,,,,,,,,,
37.13,584,532,512,,,,,,,,,,,
37.17,578,531,520,,,,,,,,,,,
37.2,580,525,516,,,,,,,,,,,
37.23,582,528,512,,,,,,,,,,,
37.26,578,521,516,,,,,,,,,,,
37.29,579,526,521,,,,,,,,,,,
37.33,592,527,512,,,,,,,,,,,
37.36,579,517,515,,,,,,,,,,,
37.39,579,526,523,,,,,,,,,,,
37.42,593,528,512,,,,,,,,,,,
37.46,578,511,515,,,,,,,,,,,
37.49,579,526,518,,,,,,,,,,,
37.52,563,529,512,,,,,,,,,,,
37.55,578,533,519,,,,,,,,,,,
37.58,580,526,514,,,,,,,,,,,
37.62,586,532,512,,,,,,,,,,,
37.65,578,528,528,,,,,,,,,,,
37.68,583,526,512,,,,,,,,,,,
37.71,580,543,514,,,,,,,,,,,
37.75,578,527,517,,,,,,,,,,,
37.78,592,528,512,,,,,,,,,,,
37.81,578,536,517,,,,,,,,,,,
37.84,580,526,516,,,,,,,,,,,
37.87,580,531,512,,,,,,,,,,,
37.91,578,530,524,,,,,,,,,,,
37.94,582,526,513,,,,,,,,,,,
37.97,583,536,513,,,,,,,,,,,
38,578,528,524,,,,,,,,,,,
38.04,585,527,512,,,,,,,,,,,
38.07,580,541,513,,,,,,,,,,,
38.1,578,527,510,,,,,,,,,,,
38.13,587,527,512,,,,,,,,,,,
38.17,580,537,514,,,,,,,,,,,
38.2,579,526,522,,,,,,,,,,,
38.23,594,528,512,,,,,,,,,,,
38.26,578,536,517,,,,,,,,,,,
38.29,580,526,515,,,,,,,,,,,
38.33,588,531,512,,,,,,,,,,,
38.36,578,529,527,,,,,,,,,,,
38.39,583,526,512,,,,,,,,,,,
38.42,581,541,514,,,,,,,,,,,
38.46,578,527,512,,,,,,,,,,,
38.49,590,528,512,,,,,,,,,,,
38.52,579,510,515,,,,,,,,,,,
38.55,579,526,518,,,,,,,,,,,
38.58,585,529,512,,,,,,,,,,,
38.62,578,536,518,,,,,,,,,,,
38.65,580,526,516,,,,,,,,,,,
38.68,568,530,512,,,,,,,,,,,
38.71,578,534,518,,,,,,,,,,,
38.75,580,526,515,,,,,,,,,,,
38.78,580,530,512,,,,,,,,,,,
38.81,578,534,519,,,,,,,,,,,
38.84,580,526,516,,,,,,,,,,,
38.87,566,530,512,,,,,,,,,,,
38.91,578,536,517,,,,,,,,,,,
38.94,580,526,518,,,,,,,,,,,
38.97,592,529,512,,,,,,,,,,,
39,579,520,515,,,,,,,,,,,
39.04,579,527,521,,,,,,,,,,,
39.07,594,529,512,,,,,,,,,,,
39.1,579,519,516,,,,,,,,,,,
39.13,580,527,519,,,,,,,,,,,
39.16,583,530,512,,,,,,,,,,,
39.2,579,535,519,,,,,,,,,,,
39.23,581,527,515,,,,,,,,,,,
39.26,587,532,512,,,,,,,,,,,
39.29,578,530,526,,,,,,,,,,,
39.33,583,527,513,,,,,,,,,,,
39.36,582,539,513,,,,,,,,,,,
39.39,579,527,496,,,,,,,,,,,
39.42,588,528,512,,,,,,,,,,,
39.45,580,543,515,,,,,,,,,,,
39.49,579,527,521,,,,,,,,,,,
39.52,592,529,512,,,,,,,,,,,
39.55,579,537,517,,,,,,,,,,,
39.58,580,527,516,,,,,,,,,,,
39.62,567,531,512,,,,,,,,,,,
39.65,579,533,520,,,,,,,,,,,
39.68,581,527,515,,,,,,,,,,,
39.71,589,531,512,,,,,,,,,,,
39.74,579,534,519,,,,,,,,,,,
39.78,581,527,516,,,,,,,,,,,
39.81,563,530,512,,,,,,,,,,,
39.84,579,537,517,,,,,,,,,,,
39.87,580,527,519,,,,,,,,,,,
39.91,592,529,512,,,,,,,,,,,
39.94,579,515,515,,,,,,,,,,,
39.97,579,528,512,,,,,,,,,,,
40,587,528,512,,,,,,,,,,,
40.04,581,539,513,,,,,,,,,,,
40.07,579,530,527,,,,,,,,,,,
40.1,582,527,514,,,,,,,,,,,
40.13,588,532,512,,,,,,,,,,,
40.16,579,535,518,,,,,,,,,,,
40.2,580,527,518,,,,,,,,,,,
40.23,595,529,512,,,,,,,,,,,
40.26,580,543,514,,,,,,,,,,,
40.29,579,528,521,,,,,,,,,,,
40.33,585,528,512,,,,,,,,,,,
40.36,583,535,512,,,,,,,,,,,
40.39,579,531,522,,,,,,,,,,,
40.42,581,527,515,,,,,,,,,,,
40.45,589,531,512,,,,,,,,,,,
40.49,579,535,519,,,,,,,,,,,
40.52,581,527,515,,,,,,,,,,,
40.55,579,532,512,,,,,,,,,,,
40.58,579,534,520,,,,,,,,,,,
40.61,581,527,515,,,,,,,,,,,
40.65,589,532,512,,,,,,,,,,,
40.68,579,534,519,,,,,,,,,,,
40.71,581,528,515,,,,,,,,,,,
40.74,578,532,512,,,,,,,,,,,
40.78,579,534,520,,,,,,,,,,,
40.81,581,528,515,,,,,,,,,,,
40.84,587,531,512,,,,,,,,,,,
40.87,579,535,518,,,,,,,,,,,
40.9,581,528,516,,,,,,,,,,,
40.94,563,531,512,,,,,,,,,,,
40.97,579,537,517,,,,,,,,,,,
41,580,527,517,,,,,,,,,,,
41.03,570,530,511,,,,,,,,,,,
41.07,579,539,516,,,,,,,,,,,
41.1,580,528,518,,,,,,,,,,,
41.13,595,530,512,,,,,,,,,,,
41.16,579,520,516,,,,,,,,,,,
41.2,580,528,521,,,,,,,,,,,
41.23,593,530,512,,,,,,,,,,,
41.26,580,519,514,,,,,,,,,,,
41.29,579,528,520,,,,,,,,,,,
41.32,589,529,512,,,,,,,,,,,
41.36,581,544,513,,,,,,,,,,,
41.39,579,529,531,,,,,,,,,,,
41.42,584,528,513,,,,,,,,,,,
41.45,584,535,512,,,,,,,,,,,
41.49,578,532,521,,,,,,,,,,,
41.52,581,528,515,,,,,,,,,,,
41.55,570,531,512,,,,,,,,,,,
41.58,579,513,515,,,,,,,,,,,
41.61,579,528,504,,,,,,,,,,,
41.65,588,529,512,,,,,,,,,,,
41.68,582,539,513,,,,,,,,,,,
41.71,579,531,525,,,,,,,,,,,
41.74,582,528,514,,,,,,,,,,,
41.78,589,532,512,,,,,,,,,,,
41.81,579,537,518,,,,,,,,,,,
41.84,580,528,518,,,,,,,,,,,
41.87,596,530,512,,,,,,,,,,,
41.9,579,524,515,,,,,,,,,,,
41.94,579,528,516,,,,,,,,,,,
41.97,590,529,512,,,,,,,,,,,
42,580,542,514,,,,,,,,,,,
42.03,579,529,509,,,,,,,,,,,
42.06,588,529,512,,,,,,,,,,,
42.1,580,546,514,,,,,,,,,,,
42.13,579,528,511,,,,,,,,,,,
42.16,591,530,512,,,,,,,,,,,
42.19,579,515,515,,,,,,,,,,,
42.23,579,529,523,,,,,,,,,,,
42.26,592,530,512,,,,,,,,,,,
42.29,579,543,515,,,,,,,,,,,
42.32,579,529,508,,,,,,,,,,,
42.36,590,529,512,,,,,,,,,,,
42.39,580,544,513,,,,,,,,,,,
42.42,579,529,508,,,,,,,,,,,
