Time,E0,E1,E2
44.65,518,461,641
44.68,516,460,641
44.71,514,459,641
44.74,513,458,640
44.77,513,458,640
44.81,512,457,640
44.84,511,457,640
44.87,510,457,641
44.90,510,457,641
44.94,510,457,641
44.97,510,457,642
45.00,510,458,644
45.03,510,459,646
45.06,511,460,650
45.10,511,463,634
45.13,513,467,656
45.16,515,454,655
45.19,519,470,650
45.22,522,479,647
45.26,495,476,646
45.29,513,473,645
45.32,528,471,645
45.36,531,470,644
45.39,532,470,644
45.42,532,469,644
45.45,531,469,644
45.48,531,469,644
45.52,531,469,644
45.55,531,469,644
45.58,532,470,645
45.61,531,471,647
45.64,527,473,647
45.68,512,475,648
45.71,491,477,648
45.74,505,478,649
45.77,511,479,649
45.81,512,479,649
45.84,509,478,648
45.87,501,477,648
45.90,490,476,647
45.93,515,473,646
45.97,531,470,646
46.00,532,467,645
46.03,527,464,644
46.06,522,462,643
46.10,518,460,642
46.13,516,459,643
46.16,514,458,643
46.19,513,457,642
46.22,512,456,643
46.26,511,456,643
46.29,511,456,644
46.32,511,457,646
46.35,512,459,649
46.39,513,461,633
46.42,515,467,659
46.45,518,442,652
46.48,525,478,648
46.52,497,472,647
46.55,527,468,646
46.58,531,466,644
46.61,529,464,645
46.64,527,463,644
46.68,525,462,643
46.71,523,462,643
46.74,521,461,643
46.77,520,461,642
46.80,519,460,642
46.84,518,459,642
46.87,518,459,642
46.90,518,460,642
46.93,519,460,642
46.97,519,460,642
47.00,520,461,642
47.03,521,461,643
47.06,524,462,643
47.10,528,464,644
47.13,532,466,644
47.16,530,470,645
47.19,495,474,645
47.22,517,477,648
47.26,527,477,650
47.29,524,469,651
47.32,522,452,653
47.35,521,438,655
47.38,520,448,656
47.42,520,457,657
47.45,519,463,658
47.48,519,466,658
47.51,519,467,659
47.55,519,467,659
47.58,519,469,659
47.61,518,469,660
47.64,518,469,660
47.68,518,468,660
47.71,518,469,660
47.74,518,468,660
47.77,518,469,660
47.80,518,470,660
47.84,519,468,659
47.87,521,465,660
47.90,520,461,658
47.93,520,458,658
47.97,520,452,656
48.00,521,444,656
48.03,522,437,655
48.06,523,453,654
48.10,524,468,652
48.13,526,475,651
48.16,528,478,649
48.19,523,476,648
48.22,501,473,647
48.26,520,470,646
48.29,534,467,646
48.32,532,464,645
48.35,528,462,644
48.38,525,461,644
48.42,523,460,643
48.45,521,460,643
48.48,521,460,643
48.51,521,460,643
48.55,522,460,643
48.58,524,461,644
48.61,528,463,644
48.64,534,467,645
48.68,523,472,647
48.71,522,478,650
48.74,526,452,655
48.77,521,469,660
48.80,519,464,631
48.84,517,460,649
48.87,516,458,646
48.90,516,457,644
48.93,516,456,643
48.97,516,456,642
49.00,517,457,642
49.03,518,457,642
49.06,520,459,642
49.09,522,460,643
49.13,525,462,644
49.16,530,465,645
49.19,537,469,646
49.22,531,473,647
49.26,498,476,648
49.29,517,478,649
49.32,526,479,650
49.35,527,479,649
49.38,526,479,644
49.42,520,478,642
49.45,505,476,640
49.48,513,473,638
49.51,537,470,637
49.55,537,467,636
49.58,533,464,635
49.61,529,463,635
49.64,526,461,634
49.68,524,460,634
49.71,522,460,634
49.74,522,459,634
49.77,521,459,633
49.80,520,458,633
49.84,519,457,633
49.87,519,457,634
49.90,519,457,634
49.93,518,457,633
49.97,518,456,634
50.00,517,457,634
50.03,517,457,634
50.06,517,457,635
50.09,517,457,636
50.13,517,457,637
50.16,518,458,638
50.19,518,458,639
50.22,518,459,639
50.25,518,459,639
50.29,518,459,639
50.32,518,458,638
50.35,518,458,637
50.38,518,457,636
50.42,518,457,636
50.45,518,457,636
50.48,518,457,636
50.51,518,457,636
50.54,518,457,635
50.58,518,457,635
50.61,518,457,635
50.64,518,457,635
50.67,518,457,635
50.71,518,457,635
50.74,518,457,635
50.77,518,457,635
50.80,518,457,635
50.84,518,457,635
50.87,518,457,635
50.90,518,457,635
50.93,518,457,635
50.96,518,457,635
51.00,518,457,636
51.03,518,457,636
51.06,518,457,637
51.09,518,458,638
51.13,519,459,640
51.16,519,460,642
51.19,520,461,641
51.22,520,464,631
51.25,522,469,653
51.29,525,439,646
51.32,530,479,642
51.35,511,474,639
51.38,537,467,638
51.42,533,463,637
51.45,527,462,636
51.48,524,460,635
51.51,523,459,635
51.54,522,459,635
51.58,521,458,635
51.61,521,458,635
51.64,521,458,635
51.67,521,459,635
51.71,521,458,635
51.74,522,458,635
51.77,522,459,636
51.80,522,459,636
51.83,523,461,637
51.87,525,460,636
51.90,526,461,637
51.93,529,463,637
51.96,534,466,638
52.00,538,470,640
52.03,507,478,643
52.06,531,465,648
52.09,525,471,654
52.12,522,464,642
52.16,521,460,641
52.19,520,459,638
52.22,520,458,637
52.25,520,458,636
52.29,521,458,636
52.32,523,460,637
52.35,526,462,638
52.38,530,464,639
52.42,539,469,640
52.45,527,476,642
52.48,530,480,646
52.51,529,451,650
52.54,526,462,654
52.58,525,470,651
52.61,524,467,628
52.64,523,466,625
52.67,523,465,629
52.71,522,465,630
52.74,523,465,626
52.77,523,466,621
52.80,523,467,642
52.83,524,469,653
52.87,525,470,654
52.90,527,449,652
52.93,529,462,648
52.96,532,480,645
53.00,523,479,643
53.03,516,474,642
53.06,542,470,641
53.09,539,467,640
53.12,535,465,640
53.16,534,465,640
53.19,534,465,640
53.22,537,466,640
53.25,540,469,641
53.29,543,472,642
53.32,514,478,645
53.35,533,480,648
53.38,529,444,654
53.41,526,470,647
53.45,524,466,634
53.48,523,463,648
53.51,522,461,645
53.54,522,461,643
53.58,521,460,642
53.61,522,459,640
53.64,521,459,640
53.67,521,459,639
53.70,521,458,639
53.74,521,458,639
53.77,522,458,639
53.80,522,459,639
53.83,522,458,639
53.87,522,458,639
53.90,522,459,639
53.93,522,458,639
53.96,522,458,639
53.99,521,458,639
54.03,521,458,639
54.06,521,459,640
54.09,521,459,641
54.12,522,459,641
54.16,522,460,643
54.19,522,461,646
54.22,523,463,648
54.25,524,466,623
54.29,525,471,655
54.32,528,440,650
54.35,532,480,646
54.38,519,479,643
54.41,539,472,642
54.45,541,467,641
54.48,534,464,640
54.51,530,463,639
54.54,527,461,638
54.58,525,460,638
54.61,524,459,638
54.64,523,459,639
54.67,522,459,639
54.70,522,459,641
54.74,522,460,644
54.77,523,462,648
54.80,524,466,634
54.83,526,471,656
54.87,529,443,650
54.90,533,479,646
54.93,528,478,643
54.96,533,471,641
54.99,540,467,641
55.03,533,464,639
55.06,529,462,639
55.09,526,461,638
55.12,525,460,638
55.15,524,459,639
55.19,523,459,639
55.22,522,459,640
55.25,523,460,643
55.28,523,462,648
55.32,525,466,637
55.35,527,474,653
55.38,533,470,646
55.41,503,475,643
55.45,542,467,641
55.48,532,464,640
55.51,528,462,639
55.54,526,461,639
55.57,525,460,639
55.61,524,459,639
55.64,523,459,639
55.67,523,460,640
55.70,523,460,641
55.74,523,460,643
55.77,523,462,646
55.80,524,464,648
55.83,526,470,654
55.87,530,440,650
55.90,526,479,644
55.93,545,470,642
55.96,535,466,642
55.99,531,464,642
56.03,527,462,640
56.06,526,461,640
56.09,526,461,640
56.12,525,460,640
56.15,525,460,640
56.19,524,460,640
56.22,524,460,640
56.25,524,460,640
56.28,524,460,639
56.31,524,460,640
56.35,525,460,640
56.38,525,461,640
56.41,525,461,640
56.44,525,461,640
56.48,525,461,640
56.51,525,461,640
56.54,526,461,640
56.57,526,461,640
56.61,526,462,640
56.64,526,461,640
56.67,527,462,640
56.70,527,461,640
56.74,527,462,640
56.77,527,462,642
56.80,528,463,642
56.83,527,462,640
56.86,527,462,641
56.90,527,462,640
56.93,527,462,641
56.96,526,462,641
56.99,527,462,640
57.03,527,462,641
57.06,527,462,641
57.09,527,462,641
57.12,527,463,641
57.15,529,464,641
57.19,527,462,641
57.22,527,462,641
57.25,527,462,641
57.28,526,462,641
57.31,526,461,641
57.35,525,461,641
57.38,525,461,641
57.41,524,461,642
57.44,524,461,643
57.48,524,462,644
57.51,525,462,645
57.54,525,462,645
57.57,525,462,644
57.61,525,462,643
57.64,525,462,643
57.67,525,461,642
57.70,525,462,642
57.74,525,461,641
57.77,525,462,641
57.80,525,462,641
57.83,526,462,641
57.86,526,462,641
57.90,526,462,642
57.93,526,462,641
57.96,527,462,641
57.99,528,462,642
58.02,527,462,641
58.06,527,463,642
58.09,527,463,642
58.12,527,462,642
58.15,527,462,642
58.19,526,462,642
58.22,526,462,641
58.25,526,462,642
58.28,526,462,642
58.31,526,462,643
58.35,526,462,643
58.38,525,463,644
58.41,527,463,645
58.44,526,463,645
58.48,526,463,645
58.51,526,463,644
58.54,526,462,644
58.57,526,462,643
58.61,526,462,643
58.64,526,462,644
58.67,527,462,643
58.70,527,462,643
58.73,527,463,643
58.77,528,463,643
58.80,529,464,643
58.83,529,464,643
58.86,530,464,643
58.90,530,464,643
58.93,530,464,643
58.96,531,465,643
58.99,531,466,643
59.02,532,466,643
59.06,533,466,644
59.09,534,467,644
59.12,534,467,644
59.15,535,468,644
59.19,535,468,644
59.22,536,468,645
59.25,537,468,645
59.28,537,469,645
59.31,538,469,647
59.35,540,470,646
59.38,540,471,646
59.41,540,471,646
59.44,540,470,646
59.47,539,470,645
59.51,539,470,645
59.54,538,469,645
59.57,536,468,644
59.60,535,468,644
59.64,534,466,644
59.67,532,466,643
59.70,531,465,643
59.73,531,464,643
59.77,530,464,644
59.80,530,463,643
59.83,529,463,643
59.86,529,463,643
59.89,529,463,643
59.93,529,462,643
59.96,530,462,643
59.99,529,462,643
60.02,530,462,643
60.06,530,462,643
60.09,530,462,643
60.12,530,463,644
60.15,530,463,643
60.18,531,463,644
60.22,530,463,645
60.25,531,463,645
60.28,531,463,645
60.31,530,463,645
60.35,529,462,645
60.38,529,462,644
60.41,528,461,644
60.44,528,462,645
60.47,528,462,646
60.51,528,462,646
60.54,528,463,648
60.57,528,464,651
60.60,529,465,653
60.64,529,467,654
60.67,530,468,648
60.70,530,470,633
60.73,531,471,639
60.77,532,473,660
60.80,533,472,660
60.83,534,448,657
60.86,537,468,654
60.89,539,482,652
60.93,540,485,651
60.96,531,483,650
60.99,514,481,648
61.02,525,479,649
61.06,546,477,647
61.09,550,474,647
61.12,547,471,646
61.15,542,469,645
61.18,538,467,644
61.22,535,466,644
61.25,534,465,643
61.28,533,464,643
61.31,532,464,643
61.35,532,463,643
61.38,531,463,643
61.41,531,463,643
61.44,531,462,643
61.47,531,462,643
61.51,531,462,643
61.54,532,463,644
61.57,533,464,644
61.60,533,464,643
61.63,533,463,643
61.67,533,464,643
61.70,533,464,643
61.73,534,464,644
61.76,533,464,643
61.80,533,464,643
61.83,533,464,643
61.86,532,463,643
61.89,532,463,643
61.93,531,462,643
61.96,531,462,643
61.99,531,462,643
62.02,530,462,643
62.06,529,462,645
62.09,530,463,645
62.12,530,463,646
62.15,530,464,648
62.18,531,464,649
62.22,530,466,652
62.25,531,468,631
62.28,532,472,660
62.31,534,475,660
62.35,536,450,656
62.38,539,474,652
62.41,542,484,650
62.44,540,483,649
62.47,522,481,648
62.51,510,479,647
62.54,526,478,647
62.57,532,478,647
62.60,519,479,648
62.63,510,480,648
62.67,520,482,649
62.70,530,483,649
62.73,534,483,649
62.76,535,483,649
62.80,534,483,649
62.83,530,482,648
62.86,526,482,648
62.89,526,482,648
62.93,530,483,649
62.96,539,484,649
62.99,544,484,650
63.02,543,483,651
63.05,541,478,653
63.09,540,467,653
63.12,539,452,654
63.15,538,444,655
63.18,538,444,655
63.22,538,446,655
63.25,538,444,655
63.28,538,449,654
63.31,539,462,653
63.34,540,476,652
63.38,542,483,650
63.41,544,484,649
63.44,536,482,648
63.47,512,479,646
63.51,545,475,645
63.54,549,472,645
63.57,545,469,644
63.60,541,468,644
63.63,538,467,642
63.67,536,466,641
63.70,534,464,641
63.73,533,464,640
63.76,532,463,640
63.80,531,463,641
63.83,531,462,641
63.86,531,463,642
63.89,531,464,645
63.93,532,466,649
63.96,533,471,655
63.99,536,470,653
64.02,542,479,646
64.05,512,479,644
64.09,551,473,643
64.12,547,470,642
64.15,543,469,641
64.18,540,467,641
64.21,538,467,641
64.25,537,466,640
64.28,536,465,640
64.31,535,464,640
64.34,534,464,640
64.37,533,463,639
64.41,532,463,640
64.44,532,462,640
64.47,531,463,640
64.50,531,463,641
64.54,531,463,642
64.57,531,464,643
64.60,532,464,645
64.63,532,465,646
64.67,532,466,648
64.70,533,467,649
64.73,533,468,650
64.76,533,469,640
64.79,534,472,627
64.83,535,476,656
64.86,538,458,652
64.89,542,477,648
64.92,526,482,645
64.96,551,476,643
64.99,549,471,642
65.02,543,468,641
65.05,539,466,640
65.08,536,465,640
65.12,535,464,640
65.15,534,463,640
65.18,533,462,640
65.21,532,462,640
65.25,532,463,641
65.28,532,463,643
65.31,532,464,646
65.34,533,467,650
65.37,534,471,645
65.41,537,469,655
65.44,541,478,649
65.47,538,483,645
65.50,536,477,643
65.54,553,473,643
65.57,549,470,642
65.60,546,469,642
65.63,544,468,642
65.67,543,468,641
65.70,543,468,641
65.73,542,468,641
65.76,542,467,642
65.79,543,468,641
65.83,543,468,642
65.86,545,469,642
65.89,547,470,643
65.92,552,473,644
65.95,552,477,644
65.99,517,483,647
66.02,544,479,651
66.05,539,463,657
66.08,536,472,635
66.12,535,468,645
66.15,534,466,649
66.18,533,464,646
66.21,533,463,643
66.25,533,463,642
66.28,533,462,641
66.31,533,462,641
66.34,533,462,641
66.37,533,462,640
66.41,533,462,641
66.44,533,462,640
66.47,533,462,640
66.50,533,462,640
66.54,533,462,640
66.57,533,462,640
66.60,533,462,640
66.63,533,462,641
66.66,533,462,641
66.70,533,461,641
66.73,533,462,641
66.76,533,462,641
66.79,533,462,641
66.83,533,462,641
66.86,533,462,641
66.89,533,462,643
66.92,534,462,641
66.95,533,462,641
66.99,533,462,641
67.02,533,462,641
67.05,533,462,641
67.08,534,462,640
67.12,534,462,640
67.15,535,462,640
67.18,535,463,640
67.21,537,464,642
67.25,539,465,642
67.28,541,467,643
67.31,544,468,643
67.34,550,472,644
67.37,556,477,645
67.41,520,482,647
67.44,545,478,650
67.47,542,449,654
67.50,540,477,656
67.54,538,473,639
67.57,537,471,629
67.60,536,470,638
67.63,536,468,646
67.66,536,468,650
67.70,535,467,651
67.73,535,466,650
67.76,535,466,650
67.79,535,466,650
67.82,535,466,650
67.86,535,466,650
67.89,535,467,651
67.92,536,467,651
67.95,536,468,646
67.99,536,469,636
68.02,537,470,627
68.05,537,472,639
68.08,538,474,655
68.12,539,477,657
68.15,541,458,654
68.18,543,460,651
68.21,546,481,648
68.25,529,482,646
68.28,526,479,645
68.31,553,477,645
68.34,556,475,644
68.37,556,474,644
68.41,555,473,644
68.44,555,473,644
68.47,555,473,644
68.50,556,474,644
68.54,557,476,645
68.57,552,479,646
68.60,527,481,646
68.63,527,483,648
68.66,545,480,650
68.70,545,451,653
68.73,542,466,657
68.76,540,476,655
68.79,539,473,630
68.82,538,470,631
68.86,537,468,648
68.89,537,467,651
68.92,536,466,649
68.95,536,465,648
68.99,536,465,647
69.02,536,464,647
69.05,536,464,646
69.08,536,464,647
69.11,536,465,647
69.15,536,465,648
69.18,536,465,649
69.21,536,466,650
69.24,537,467,651
69.28,537,468,640
69.31,538,471,625
69.34,539,474,655
69.37,541,475,656
69.40,543,448,653
69.44,545,465,651
69.47,547,479,649
69.50,546,483,648
69.53,538,483,647
69.57,523,482,646
69.60,530,480,645
69.63,551,478,645
69.66,556,477,644
69.69,556,477,645
69.73,553,479,645
69.76,541,480,646
69.79,516,482,647
69.82,534,483,648
69.86,547,480,650
69.89,546,465,652
69.92,544,452,654
69.95,542,474,657
69.99,540,475,652
70.02,539,472,627
70.05,538,469,648
70.08,537,467,650
70.11,537,466,647
70.15,536,465,646
70.18,536,464,645
70.21,536,464,644
70.24,536,464,643
70.28,536,463,643
70.31,536,463,642
70.34,536,463,642
70.37,536,463,642
70.40,536,463,642
70.44,536,463,641
70.47,536,463,641
70.50,536,463,642
70.53,536,463,642
70.56,536,463,642
70.60,536,464,643
70.63,536,464,644
70.66,537,465,646
70.69,537,466,649
70.73,538,468,646
70.76,539,472,638
70.79,541,478,656
70.82,544,451,650
70.86,548,484,646
70.89,536,479,644
70.92,558,473,643
70.95,551,470,642
70.98,548,469,643
71.02,544,467,641
71.05,543,466,641
71.08,542,466,640
71.11,541,465,640
71.15,540,465,640
71.18,540,464,640
71.21,540,464,640
71.24,539,464,640
71.27,539,464,640
71.31,539,464,640
71.34,539,464,640
71.37,539,464,640
71.40,539,463,640
71.44,538,463,640
71.47,538,463,640
71.50,537,463,640
71.53,537,463,641
71.56,537,463,642
71.60,537,464,643
71.63,537,465,647
71.66,538,468,640
71.69,540,474,657
71.73,544,462,650
71.76,545,484,645
71.79,556,476,643
71.82,554,471,642
71.86,548,469,641
71.89,545,467,641
71.92,544,467,641
71.95,543,467,641
71.98,543,467,641
72.02,543,467,641
72.05,543,467,641
72.08,544,466,641
72.11,544,467,641
72.14,544,467,641
72.18,545,467,641
72.21,546,468,642
72.24,548,469,642
72.27,550,470,642
72.31,553,471,643
72.34,556,473,643
72.37,558,475,643
72.40,559,476,644
72.44,556,478,644
72.47,550,479,644
72.50,537,480,645
72.53,522,482,645
72.56,518,482,645
72.60,522,483,646
72.63,524,483,646
72.66,522,482,646
72.69,517,481,645
72.73,538,480,645
72.76,555,477,644
72.79,559,475,643
72.82,556,472,643
72.86,552,470,642
72.89,549,469,642
72.92,547,468,641
72.95,546,468,641
72.98,545,467,641
73.02,545,467,641
73.05,545,468,641
73.08,546,468,642
73.11,547,469,642
73.14,549,470,642
73.18,551,471,643
73.21,555,473,643
73.24,558,475,644
73.27,557,479,645
73.31,520,484,647
73.34,549,485,650
73.37,546,448,655
73.40,543,476,656
73.44,541,472,631
73.47,540,468,650
73.50,539,466,647
73.53,538,465,645
73.56,538,464,643
73.60,538,463,642
73.63,538,463,642
73.66,538,463,641
73.69,538,463,641
73.72,538,463,641
73.76,538,463,641
73.79,539,463,640
73.82,540,464,641
73.85,540,464,641
73.89,541,465,641
73.92,543,466,641
73.95,544,467,641
73.98,546,468,642
74.01,547,469,642
74.05,549,470,642
74.08,551,470,643
74.11,553,471,643
74.14,554,472,643
74.18,555,472,643
74.21,555,472,643
74.24,555,472,643
74.27,553,471,643
74.31,552,471,643
74.34,551,470,642
74.37,549,469,642
74.40,547,468,642
74.43,545,467,641
74.47,543,466,641
74.50,542,465,641
74.53,541,464,641
74.56,541,465,642
74.60,541,465,642
74.63,540,464,642
74.66,540,464,642
74.69,540,464,642
74.72,540,464,643
74.76,539,464,642
74.79,539,464,643
74.82,539,464,644
74.85,539,465,646
74.89,539,466,647
74.92,539,466,648
74.95,540,467,650
74.98,540,468,651
75.01,540,468,651
75.05,540,469,646
75.08,541,470,632
75.11,541,472,631
75.14,542,474,652
75.18,543,475,655
75.21,543,475,655
75.24,543,474,650
75.27,543,474,642
75.30,542,473,629
75.34,542,472,628
75.37,542,470,646
75.40,541,469,651
75.43,540,467,648
75.47,540,466,646
75.50,540,465,645
75.53,540,465,644
75.56,540,464,643
75.59,539,464,643
75.63,540,464,642
75.66,541,465,644
75.69,540,464,642
75.72,540,464,642
75.76,540,464,642
75.79,540,464,642
75.82,540,464,642
75.85,539,464,642
75.88,539,464,643
75.92,539,464,643
75.95,540,465,645
75.98,540,466,647
76.01,540,467,651
76.05,541,470,640
76.08,542,473,643
76.11,543,476,658
76.14,545,471,657
76.18,546,451,655
76.21,548,463,654
76.24,551,482,651
76.27,551,486,649
76.30,552,487,649
76.34,552,485,650
76.37,551,480,652
76.40,548,448,655
76.43,546,465,658
76.47,545,477,657
76.50,543,473,625
76.53,542,470,648
76.56,541,468,650
76.59,541,466,647
76.63,540,465,645
76.66,540,464,644
76.69,540,464,643
76.72,540,464,642
76.75,540,464,642
76.79,540,464,642
76.82,540,463,642
76.85,540,464,642
76.88,540,464,642
76.92,541,464,642
76.95,541,463,641
76.98,541,463,642
77.01,540,464,642
77.05,541,464,642
77.08,541,464,642
77.11,540,465,643
77.14,542,465,644
77.18,540,464,643
77.21,541,464,644
77.24,540,465,645
77.27,541,466,647
77.30,541,467,649
77.34,542,468,651
77.37,542,470,633
77.40,543,473,652
77.43,545,476,658
77.46,547,445,654
77.50,550,483,650
77.53,548,486,647
77.56,530,480,645
77.59,562,476,644
77.63,558,472,643
77.66,553,469,643
77.69,549,468,643
77.72,547,467,642
77.75,545,466,641
77.79,544,465,641
77.82,543,464,641
77.85,542,465,643
77.88,543,465,642
77.92,542,464,642
77.95,542,464,642
77.98,542,464,641
78.01,542,464,642
78.05,542,464,642
78.08,542,464,642
78.11,542,464,641
78.14,542,464,642
78.18,542,464,641
78.21,542,464,642
78.24,542,465,643
78.27,543,464,642
78.30,542,464,642
78.34,542,464,641
78.37,542,464,642
78.40,542,464,642
78.43,542,464,642
78.46,542,464,642
78.50,542,464,642
78.53,542,464,643
78.56,542,464,643
78.59,542,465,644
78.63,542,464,644
78.66,541,465,643
78.69,541,465,643
78.72,541,465,643
78.75,542,465,643
78.79,542,465,643
78.82,542,464,643
78.85,542,464,643
78.88,542,464,642
78.92,542,464,642
78.95,543,464,642
78.98,543,465,642
79.01,544,465,642
79.04,544,465,642
79.08,544,466,642
79.11,544,466,642
79.14,545,466,642
79.17,545,466,642
79.21,545,466,642
79.24,545,466,642
79.27,544,466,642
79.30,544,465,642
79.33,545,466,643
79.37,543,464,642
79.40,543,464,642
79.43,542,464,642
79.46,542,464,642
79.50,542,464,643
79.53,541,464,643
79.56,541,465,645
79.59,542,465,644
79.63,542,465,645
79.66,542,466,645
79.69,542,466,646
79.72,543,467,646
79.75,542,466,645
79.79,542,466,645
79.82,542,466,646
79.85,542,466,646
79.88,542,466,646
79.92,542,466,646
79.95,542,467,645
79.98,542,465,645
80.01,542,465,644
80.04,542,465,644
80.08,542,465,644
80.11,542,465,644
80.14,542,465,644
80.17,542,465,644
80.20,542,465,644
80.24,542,465,644
80.27,542,465,644
80.30,542,465,645
80.33,542,465,645
80.37,542,466,646
80.40,542,466,647
80.43,543,467,649
80.46,543,468,652
80.50,545,471,631
80.53,545,474,659
80.56,546,476,658
80.59,549,459,652
80.62,555,486,648
80.66,527,480,645
80.69,561,475,646
80.72,554,470,644
80.75,549,468,643
80.79,547,467,642
80.82,545,466,642
80.85,544,466,642
80.88,544,465,642
80.91,543,465,642
80.95,543,465,644
80.98,542,465,642
81.01,542,465,642
81.04,542,465,642
81.08,542,465,642
81.11,542,465,642
81.14,542,465,642
81.17,542,465,642
81.20,542,465,642
81.24,543,465,642
81.27,542,465,642
81.30,544,466,642
81.33,543,465,642
81.37,543,466,642
81.40,543,466,642
81.43,543,466,642
81.46,544,466,642
81.50,544,466,642
81.53,544,467,642
81.56,545,467,642
81.59,545,467,642
81.62,546,467,642
81.66,546,468,643
81.69,547,468,642
81.72,547,468,643
81.75,548,469,643
81.79,549,469,643
81.82,549,469,643
81.85,549,469,643
81.88,548,469,643
81.91,547,469,643
81.95,548,468,643
81.98,546,467,643
82.01,545,467,642
82.04,545,467,643
82.07,545,466,642
82.11,544,466,642
82.14,544,466,642
82.17,545,466,642
82.20,544,466,642
82.24,545,467,643
82.27,545,467,643
82.30,546,468,643
82.33,546,468,643
82.37,547,469,643
82.40,549,469,645
82.43,551,470,644
82.46,554,471,645
82.50,558,473,645
82.53,560,475,646
82.56,558,479,647
82.59,525,483,648
82.62,552,486,650
82.66,553,479,653
82.69,551,452,657
82.72,548,478,661
82.75,546,475,649
82.79,545,472,635
82.82,544,470,652
82.85,544,469,650
82.88,543,467,648
82.91,544,467,647
82.95,543,466,646
82.98,543,466,645
83.01,543,466,644
83.04,543,465,644
83.07,543,465,643
83.11,543,465,643
83.14,544,466,644
83.17,545,467,643
83.20,548,469,644
83.24,551,471,645
83.27,561,478,647
83.30,529,487,652
83.33,550,470,659
83.36,545,471,652
83.40,544,468,647
83.43,543,465,644
83.46,543,465,643
83.49,544,466,643
83.53,546,467,643
83.56,549,469,644
83.59,554,472,645
83.62,565,480,648
83.65,548,481,654
83.69,549,479,651
83.72,545,471,653
83.75,544,467,647
83.78,543,466,645
83.82,543,465,643
83.85,544,466,643
83.88,546,467,643
83.91,547,468,644
83.94,550,470,644
83.98,558,475,646
84.01,545,484,649
84.04,554,449,656
84.07,548,476,639
84.11,545,470,652
84.14,544,467,647
84.17,543,466,645
84.20,543,465,644
84.24,543,465,643
84.27,544,465,643
84.30,545,466,643
84.33,546,467,643
84.36,549,469,644
84.40,554,472,645
84.43,559,481,648
84.46,555,456,658
84.49,547,472,649
84.53,544,468,647
84.56,544,465,644
84.59,544,465,643
84.62,545,466,643
84.65,547,468,643
84.69,551,470,645
84.72,561,477,647
84.75,541,488,654
84.78,549,477,627
84.82,545,468,649
84.85,545,467,645
84.88,544,465,643
84.91,544,465,643
84.94,546,466,643
84.98,549,469,644
85.01,556,475,646
85.04,560,484,650
85.07,552,471,659
85.11,546,471,653
85.14,544,467,646
85.17,544,466,644
85.20,544,466,643
85.23,545,466,643
85.27,547,468,643
85.30,551,470,645
85.33,558,475,647
85.36,524,485,651
85.40,552,478,661
85.43,547,471,652
85.46,545,467,647
85.49,544,465,646
85.52,544,465,643
85.56,545,465,643
85.59,546,466,643
85.62,548,468,644
85.65,551,470,645
85.69,558,474,646
85.72,554,482,649
85.75,557,483,654
85.78,550,479,662
85.82,547,472,644
85.85,546,469,649
85.88,545,468,646
85.91,545,466,645
85.94,545,466,643
85.98,545,466,643
86.01,546,467,643
86.04,548,468,644
86.07,552,471,645
86.11,562,478,649
86.14,541,488,653
86.17,550,478,634
86.20,546,469,649
86.23,545,466,645
86.27,545,466,643
86.30,546,467,643
86.33,550,469,645
86.36,560,476,647
86.39,546,477,656
86.43,548,473,654
86.46,545,467,646
86.49,545,466,644
86.52,545,466,643
86.56,548,468,644
86.59,553,471,645
86.62,565,481,649
86.65,556,457,659
86.69,548,472,652
86.72,545,467,647
86.75,545,465,644
86.78,545,465,643
86.81,547,467,644
86.85,549,469,644
86.88,554,472,646
86.91,563,478,647
86.94,545,487,652
86.98,553,456,659
87.01,549,475,633
87.04,547,470,652
87.07,546,468,648
87.11,546,467,646
87.14,545,466,645
87.17,545,466,644
87.20,545,466,644
87.23,546,466,643
87.27,547,466,644
87.30,548,467,644
87.33,549,469,644
87.36,551,470,645
87.39,555,472,646
87.43,563,477,647
87.46,545,485,650
87.49,555,465,658
87.52,549,474,643
87.56,546,469,648
87.59,547,467,645
87.62,546,466,644
87.65,547,467,644
87.69,552,471,646
87.72,567,484,651
87.75,550,475,653
87.78,546,467,646
87.81,546,466,644
87.85,548,467,644
87.88,555,473,647
87.91,553,461,658
87.94,548,469,650
87.97,545,465,644
88.01,546,465,644
88.04,551,470,645
88.07,536,485,654
88.10,548,470,650
88.14,545,465,644
88.17,547,466,644
88.20,553,473,647
88.23,556,451,654
88.26,546,466,645
88.30,546,465,644
88.33,551,470,646
88.36,555,465,633
88.39,546,466,645
88.43,546,467,643
88.46,551,470,646
88.49,544,454,660
88.52,547,467,646
88.56,545,465,643
88.59,548,467,646
88.62,564,482,652
88.65,549,471,651
88.68,546,465,645
88.72,546,466,644
88.75,551,470,646
88.78,562,485,653
88.81,551,472,654
88.85,546,466,645
88.88,546,465,644
88.91,547,466,644
88.94,551,470,646
88.97,565,479,649
89.01,556,453,661
89.04,548,470,653
89.07,546,466,646
89.10,545,465,644
89.14,546,465,644
89.17,549,468,645
89.20,559,475,648
89.23,557,468,662
89.26,547,467,647
89.30,546,465,644
89.33,548,467,645
89.36,563,481,651
89.39,549,470,650
89.43,546,465,644
89.46,548,468,645
89.49,565,483,653
89.52,548,469,648
89.55,546,465,644
89.59,550,470,647
89.62,551,464,630
89.65,546,466,645
89.68,548,467,645
