Time,B0,B1,B2
44.65,665,620,538
44.68,657,611,537
44.71,664,611,528
44.74,664,611,527
44.77,667,609,527
44.81,672,611,527
44.84,680,614,528
44.87,672,619,531
44.90,669,618,535
44.94,668,612,544
44.97,667,613,538
45.00,667,613,532
45.03,667,611,529
45.06,667,612,528
45.10,667,609,527
45.13,668,609,527
45.16,669,610,526
45.19,670,609,526
45.22,673,611,527
45.26,657,614,529
45.29,679,618,529
45.32,673,624,531
45.36,670,621,539
45.39,669,614,546
45.42,668,612,537
45.45,668,611,532
45.48,668,611,530
45.52,668,611,527
45.55,669,611,528
45.58,671,612,529
45.61,674,611,528
45.64,679,615,530
45.68,676,619,531
45.71,672,623,534
45.74,670,615,520
45.77,669,610,539
45.81,668,608,532
45.84,668,610,529
45.87,669,607,529
45.90,670,607,527
45.93,673,609,526
45.97,669,609,526
46.00,671,612,527
46.03,681,612,527
46.06,679,613,530
46.10,682,613,527
46.13,683,612,527
46.16,683,611,527
46.19,671,610,527
46.22,669,610,527
46.26,676,610,527
46.29,675,611,527
46.32,674,611,527
46.35,673,611,527
46.39,673,611,528
46.42,672,608,527
46.45,673,608,527
46.48,673,610,527
46.52,674,610,527
46.55,675,611,527
46.58,675,614,527
46.61,665,615,527
46.64,676,618,527
46.68,678,620,528
46.71,674,599,529
46.74,672,625,534
46.77,671,618,532
46.80,669,615,539
46.84,669,613,531
46.87,669,613,528
46.90,669,613,527
46.93,670,614,526
46.97,673,614,526
47.00,685,617,528
47.03,674,612,532
47.06,671,615,549
47.10,669,607,535
47.13,669,607,531
47.16,669,607,527
47.19,671,605,526
47.22,664,608,530
47.26,675,619,532
47.29,671,610,544
47.32,669,606,534
47.35,669,604,527
47.38,670,605,526
47.42,674,606,526
47.45,679,613,529
47.48,672,614,528
47.51,670,606,538
47.55,669,606,529
47.58,669,605,526
47.61,671,605,525
47.64,676,608,526
47.68,678,608,529
47.71,672,616,536
47.74,670,609,539
47.77,669,608,529
47.80,669,607,526
47.84,670,608,526
47.87,674,608,526
47.90,681,615,528
47.93,673,620,536
47.97,670,611,539
48.00,669,608,529
48.03,669,606,527
48.06,671,606,525
48.10,669,609,526
48.13,675,617,531
48.16,671,609,542
48.19,669,606,530
48.22,669,605,527
48.26,671,605,526
48.29,676,608,526
48.32,675,620,533
48.35,671,610,543
48.38,669,608,532
48.42,669,609,526
48.45,671,609,525
48.48,666,615,527
48.51,673,619,537
48.55,670,610,536
48.58,669,609,527
48.61,670,607,525
48.64,675,607,525
48.68,680,615,529
48.71,672,616,510
48.74,670,611,535
48.77,669,609,527
48.80,670,609,526
48.84,675,611,526
48.87,679,618,529
48.90,672,617,511
48.93,670,610,535
48.97,669,608,528
49.00,670,608,526
49.03,672,609,526
49.06,670,612,527
49.09,675,617,531
49.13,671,615,539
49.16,669,610,534
49.19,669,609,527
49.22,670,609,526
49.26,674,610,525
49.29,683,614,527
49.32,673,621,536
49.35,670,611,539
49.38,669,609,529
49.42,669,607,526
49.45,671,607,525
49.48,676,609,526
49.51,676,593,530
49.55,671,614,539
49.58,669,609,534
49.61,669,607,527
49.64,670,606,525
49.68,674,608,526
49.71,684,613,528
49.74,672,618,537
49.77,670,610,538
49.80,669,607,528
49.84,670,607,526
49.87,673,608,525
49.90,685,615,528
49.93,672,620,530
49.97,670,610,537
50.00,669,608,528
50.03,669,607,525
50.06,673,609,525
50.09,679,617,529
50.13,671,616,541
50.16,669,610,534
50.19,668,607,526
50.22,670,607,525
50.25,676,609,526
50.29,677,600,530
50.32,671,614,533
50.35,669,609,532
50.38,668,607,527
50.42,670,607,525
50.45,675,609,525
50.48,678,612,529
50.51,671,616,509
50.54,669,610,534
50.58,668,608,527
50.61,670,608,525
50.64,676,611,526
50.67,676,600,530
50.71,670,614,547
50.74,668,612,530
50.77,668,609,526
50.80,670,608,525
50.84,663,611,526
50.87,674,615,533
50.90,670,611,541
50.93,668,608,529
50.96,669,608,526
51.00,671,608,525
51.03,668,611,527
51.06,675,603,531
51.09,670,615,529
51.13,668,610,536
51.16,668,608,528
51.19,669,608,526
51.22,670,608,525
51.25,673,611,525
51.29,665,614,527
51.32,676,611,529
51.35,671,618,534
51.38,669,614,543
51.42,668,609,534
51.45,668,609,529
51.48,668,608,526
51.51,669,609,525
51.54,675,609,526
51.58,677,616,528
51.61,671,621,536
51.64,669,612,541
51.67,668,609,531
51.71,668,608,530
51.74,669,608,526
51.77,673,609,527
51.80,683,614,531
51.83,672,620,536
51.87,669,611,541
51.90,668,608,529
51.93,668,608,526
51.96,669,608,526
52.00,660,611,527
52.03,673,617,532
52.06,669,613,544
52.09,667,609,533
52.12,667,608,530
52.16,669,608,526
52.19,670,612,525
52.22,676,599,531
52.25,671,615,546
52.29,669,611,532
52.32,667,611,525
52.35,667,610,524
52.38,669,610,523
52.42,675,611,524
52.45,677,617,526
52.48,671,625,532
52.51,668,614,544
52.54,667,611,532
52.58,667,610,527
52.61,666,609,525
52.64,668,610,524
52.67,673,612,524
52.71,680,617,526
52.74,670,623,535
52.77,667,613,539
52.80,666,611,528
52.83,666,610,525
52.87,668,611,524
52.90,674,613,525
52.93,675,599,530
52.96,669,615,539
53.00,669,611,528
53.03,669,609,524
53.06,671,610,523
53.09,684,615,526
53.12,669,620,513
53.16,665,611,530
53.19,664,611,525
53.22,666,610,523
53.25,654,613,525
53.29,670,625,533
53.32,666,613,532
53.35,665,610,525
53.38,666,611,523
53.41,665,614,525
53.45,669,626,534
53.48,665,614,534
53.51,664,611,526
53.54,664,609,523
53.58,668,610,524
53.61,677,618,526
53.64,666,618,515
53.67,664,611,533
53.70,663,609,527
53.74,664,608,524
53.77,667,610,523
53.80,657,614,525
53.83,668,621,533
53.87,665,613,539
53.90,664,609,528
53.93,665,608,525
53.96,665,608,524
53.99,670,611,524
54.03,670,596,529
54.06,665,613,543
54.09,664,609,528
54.12,663,609,525
54.16,665,609,524
54.19,653,613,525
54.22,668,624,535
54.25,666,612,534
54.29,663,609,526
54.32,664,609,523
54.35,669,610,523
54.38,673,618,528
54.41,666,615,544
54.45,664,610,528
54.48,663,608,524
54.51,665,609,523
54.54,649,614,525
54.58,667,620,525
54.61,664,611,532
54.64,663,609,526
54.67,664,609,523
54.70,669,611,524
54.74,676,618,527
54.77,667,619,519
54.80,664,612,532
54.83,663,610,526
54.87,664,609,523
54.90,666,610,523
54.93,681,615,525
54.96,668,622,535
54.99,666,613,535
55.03,665,611,527
55.06,664,610,525
55.09,668,611,525
55.12,675,619,528
55.15,666,618,541
55.19,664,612,529
55.22,663,611,525
55.25,665,611,524
55.28,680,618,527
55.32,666,617,526
55.35,663,611,530
55.38,663,608,525
55.41,666,610,525
55.45,674,617,528
55.48,665,615,544
55.51,663,610,528
55.54,663,610,524
55.57,668,611,524
55.61,671,601,530
55.64,664,612,539
55.67,661,609,527
55.70,662,609,524
55.74,670,612,525
55.77,668,625,535
55.80,664,611,532
55.83,662,609,526
55.87,663,609,524
55.90,650,613,526
55.93,666,620,531
55.96,664,611,531
55.99,663,608,526
56.03,665,608,524
56.06,668,611,525
56.09,671,609,530
56.12,666,614,539
56.15,664,610,528
56.19,664,609,524
56.22,666,609,523
56.25,678,615,526
56.28,666,622,530
56.31,661,613,533
56.35,660,610,526
56.38,661,609,523
56.41,670,611,524
56.44,674,616,528
56.48,667,616,543
56.51,665,611,528
56.54,664,610,524
56.57,666,610,523
56.61,659,615,525
56.64,667,622,525
56.67,664,613,532
56.70,663,610,525
56.74,664,610,523
56.77,670,613,524
56.80,669,627,531
56.83,664,613,536
56.86,662,611,525
56.90,663,610,523
56.93,670,614,524
56.96,667,622,532
56.99,662,612,531
57.03,663,610,525
57.06,665,610,523
57.09,652,615,525
57.12,668,622,528
57.15,664,612,532
57.19,663,611,525
57.22,664,610,523
57.25,671,613,524
57.28,670,620,530
57.31,664,615,538
57.35,662,610,526
57.38,663,610,524
57.41,667,612,523
57.44,675,616,527
57.48,665,618,542
57.51,662,612,528
57.54,661,609,524
57.57,664,611,523
57.61,666,616,525
57.64,665,620,517
57.67,662,613,530
57.70,661,610,525
57.74,663,611,523
57.77,661,614,525
57.80,666,623,535
57.83,662,612,532
57.86,662,610,525
57.90,663,609,523
57.93,670,613,524
57.96,667,623,534
57.99,664,613,532
58.02,661,610,525
58.06,663,610,523
58.09,657,615,525
58.12,666,620,521
58.15,664,613,529
58.19,663,610,524
58.22,663,611,523
58.25,669,617,526
58.28,665,620,513
58.31,664,612,529
58.35,663,610,525
58.38,665,611,523
58.41,664,615,524
58.44,669,628,532
58.48,664,613,537
58.51,662,609,527
58.54,663,608,524
58.57,665,609,523
58.61,667,614,525
58.64,667,622,534
58.67,664,613,533
58.70,662,611,526
58.73,663,611,523
58.77,668,611,523
58.80,671,606,528
58.83,664,616,537
58.86,661,612,526
58.90,662,611,523
58.93,666,612,523
58.96,671,610,528
58.99,662,616,537
59.02,660,612,526
59.06,660,611,523
59.09,669,613,523
59.12,668,626,532
59.15,664,614,532
59.19,663,611,525
59.22,665,611,523
59.25,652,615,525
59.28,668,621,531
59.31,665,612,530
59.35,664,610,524
59.38,666,611,523
59.41,651,615,524
59.44,671,623,535
59.47,668,613,531
59.51,666,611,525
59.54,667,609,523
59.57,673,613,523
59.60,672,619,530
59.64,666,614,535
59.67,665,611,526
59.70,666,611,523
59.73,670,612,523
59.77,675,612,527
59.80,668,616,541
59.83,667,611,527
59.86,667,610,524
59.89,669,611,523
59.93,682,615,525
59.96,670,621,522
59.99,667,612,531
60.02,667,611,525
60.06,668,611,523
60.09,672,614,524
60.12,672,623,531
60.15,667,613,533
60.18,666,611,525
60.22,666,611,523
60.25,671,612,524
60.28,674,616,528
60.31,668,617,540
60.35,665,613,527
60.38,665,611,524
60.41,667,611,523
60.44,668,613,524
60.47,672,619,529
60.51,666,615,541
60.54,665,611,527
60.57,665,610,524
60.60,666,610,523
60.64,672,611,524
60.67,671,605,528
60.70,666,614,540
60.73,665,610,526
60.77,665,612,523
60.80,667,612,522
60.83,651,616,524
60.86,669,624,533
60.89,665,613,531
60.93,663,610,524
60.96,664,610,522
60.99,669,613,522
61.02,668,627,531
61.06,664,612,531
61.09,664,610,524
61.12,664,609,522
61.15,668,613,523
61.18,667,627,530
61.22,663,613,530
61.25,662,610,523
61.28,664,610,522
61.31,655,614,523
61.35,666,621,523
61.38,663,611,526
61.41,662,608,522
61.44,665,610,521
61.47,671,597,528
61.51,663,613,532
61.54,661,609,523
61.57,663,610,521
61.60,651,616,524
61.63,665,619,532
61.67,663,612,525
61.70,663,611,521
61.73,667,613,522
61.76,669,628,530
61.80,663,613,530
61.83,662,609,523
61.86,664,610,522
61.89,676,619,526
61.93,665,616,536
61.96,663,612,525
61.99,664,611,522
62.02,649,616,524
62.06,665,619,541
62.09,662,612,525
62.12,661,611,522
62.15,665,615,523
62.18,664,620,503
62.22,660,611,525
62.25,662,610,522
62.28,670,614,523
62.31,664,619,507
62.35,661,611,525
62.38,661,610,522
62.41,667,611,523
62.44,665,625,532
62.47,662,611,529
62.51,661,608,523
62.54,663,609,522
62.57,669,614,524
62.60,663,617,532
62.63,660,611,526
62.67,660,609,523
62.70,662,610,522
62.73,671,618,526
62.76,661,614,536
62.80,658,610,524
62.83,661,609,522
62.86,661,613,523
62.89,663,621,509
62.93,660,611,526
62.96,657,608,522
62.99,662,611,522
63.02,664,626,531
63.05,656,613,528
63.09,660,611,522
63.12,661,612,522
63.15,663,626,530
63.18,660,614,528
63.22,659,611,522
63.25,661,612,522
63.28,662,627,531
63.31,655,612,528
63.34,655,610,523
63.38,661,611,522
63.41,668,616,526
63.44,661,613,533
63.47,661,611,522
63.51,661,610,520
63.54,666,614,521
63.57,666,624,523
63.60,664,613,526
63.63,663,611,521
63.67,667,612,521
63.70,672,603,526
63.73,664,613,530
63.76,661,611,522
63.80,664,611,520
63.83,676,617,524
63.86,664,614,533
63.89,662,610,522
63.93,664,610,520
63.96,678,618,524
63.99,665,614,533
64.02,663,610,522
64.05,666,611,521
64.09,675,616,526
64.12,666,613,529
64.15,662,610,522
64.18,667,612,521
64.21,668,623,530
64.25,664,611,524
64.28,664,610,521
64.31,655,616,524
64.34,665,615,534
64.37,663,610,522
64.41,666,611,521
64.44,671,595,529
64.47,664,612,528
64.50,663,607,522
64.54,668,609,522
64.57,670,626,531
64.60,665,612,527
64.63,664,610,521
64.67,669,613,522
64.70,668,621,509
64.73,664,611,524
64.76,664,610,521
64.79,649,616,524
64.83,666,614,534
64.86,663,610,523
64.89,666,611,521
64.92,672,615,530
64.96,665,611,526
64.99,664,607,522
65.02,671,610,523
65.05,667,615,540
65.08,663,610,523
65.12,664,609,521
65.15,676,619,526
65.18,664,613,529
65.21,663,611,522
65.25,666,612,522
65.28,666,623,528
65.31,660,612,525
65.34,659,610,521
65.37,669,612,522
65.41,665,621,522
65.44,664,612,526
65.47,664,610,522
65.50,667,611,522
65.54,654,627,530
65.57,663,612,528
65.60,664,610,522
65.63,669,612,521
65.67,673,610,530
65.70,665,610,528
65.73,665,611,522
65.76,669,612,521
65.79,669,627,531
65.83,663,613,527
65.86,664,611,522
65.89,670,614,522
65.92,670,624,526
65.95,667,613,525
65.99,667,612,521
66.02,673,616,523
66.05,669,619,542
66.08,667,611,523
66.12,668,610,521
66.15,681,617,524
66.18,669,616,536
66.21,667,612,523
66.25,668,612,521
66.28,660,616,522
66.31,670,622,517
66.34,668,613,526
66.37,667,610,521
66.41,671,612,521
66.44,676,597,526
66.47,668,615,532
66.50,667,612,521
66.54,668,611,519
66.57,664,615,521
66.60,670,620,502
66.63,667,613,524
66.66,667,611,519
66.70,671,613,519
66.73,675,595,525
66.76,668,615,531
66.79,667,612,521
66.83,668,611,519
66.86,652,617,521
66.89,669,618,536
66.92,667,612,521
66.95,667,610,519
66.99,673,617,522
67.02,669,616,534
67.05,667,610,521
67.08,668,609,519
67.12,677,603,525
67.15,668,613,527
67.18,667,611,519
67.21,670,612,519
67.25,673,627,528
67.28,667,613,525
67.31,666,610,519
67.34,670,612,518
67.37,675,608,524
67.41,667,614,530
67.44,666,611,520
67.47,667,612,518
67.50,659,616,520
67.54,669,620,531
67.57,666,612,519
67.60,666,610,515
67.63,671,613,515
67.66,671,627,525
67.70,666,612,520
67.73,665,611,512
67.76,669,612,517
67.79,670,622,523
67.82,665,611,521
67.86,664,610,518
67.89,653,616,520
67.92,657,615,529
67.95,656,610,518
67.99,665,611,518
68.02,669,619,509
68.05,665,611,520
68.08,666,611,518
68.12,675,597,525
68.15,665,612,524
68.18,657,609,518
68.21,669,610,518
68.25,669,624,528
68.28,666,611,524
68.31,664,609,518
68.34,658,610,517
68.37,670,601,523
68.41,661,612,526
68.44,663,609,518
68.47,668,610,516
68.50,674,596,523
68.54,662,612,524
68.57,662,609,516
68.60,667,611,516
68.63,670,626,525
68.66,666,611,520
68.70,666,609,515
68.73,672,613,517
68.76,669,617,530
68.79,667,610,516
68.82,669,611,514
68.86,674,627,525
68.89,667,610,515
68.92,668,608,511
68.95,682,618,517
68.99,669,611,521
69.02,668,610,513
69.05,673,611,513
69.08,672,622,518
69.11,668,611,519
69.15,668,609,514
69.18,674,611,514
69.21,674,623,525
69.24,669,612,519
69.28,669,610,513
69.31,673,611,511
69.34,674,624,517
69.37,669,612,520
69.40,669,610,517
69.44,676,612,518
69.47,672,618,538
69.50,669,610,520
69.53,670,610,517
69.57,679,600,524
69.60,670,612,524
69.63,669,609,518
69.66,677,613,519
69.69,672,614,530
69.73,669,609,518
69.76,674,611,518
69.79,673,618,533
69.82,669,610,519
69.86,672,610,517
69.89,674,620,533
69.92,670,609,519
69.95,672,610,517
69.99,675,624,524
70.02,670,609,520
70.05,671,609,517
70.08,683,599,524
70.11,671,610,523
70.15,670,608,517
70.18,670,613,519
70.21,672,614,531
70.24,670,609,519
70.28,673,610,518
70.31,675,620,506
70.34,670,607,520
70.37,671,607,518
70.40,680,600,525
70.44,671,608,523
70.47,670,607,518
70.50,668,612,520
70.53,672,612,531
70.56,670,607,519
70.60,673,608,518
70.63,675,619,498
70.66,670,607,520
70.69,671,607,517
70.73,680,597,525
70.76,671,609,522
70.79,671,607,517
70.82,655,615,521
70.86,672,610,524
70.89,670,607,517
70.92,677,611,518
70.95,673,614,536
70.98,670,607,519
71.02,671,607,516
71.05,683,614,519
71.08,672,611,530
71.11,670,607,517
71.15,672,607,516
71.18,682,601,522
71.21,671,609,523
71.24,670,606,516
71.27,676,608,516
71.31,674,617,531
71.34,671,607,518
71.37,672,607,515
71.40,680,607,524
71.44,671,609,520
71.47,671,607,515
71.50,662,615,519
71.53,672,611,523
71.56,671,607,516
71.60,677,612,518
71.63,673,612,527
71.66,670,607,516
71.69,676,610,516
71.73,674,614,530
71.76,671,607,516
71.79,674,609,516
71.82,675,617,523
71.86,671,608,517
71.89,673,608,515
71.92,680,617,524
71.95,671,609,520
71.98,671,607,516
72.02,662,613,518
72.05,673,614,530
72.08,671,609,517
72.11,673,609,515
72.14,680,605,522
72.18,671,611,521
72.21,671,608,515
72.24,678,611,516
72.27,674,615,530
72.31,671,608,517
72.34,673,608,515
72.37,679,611,524
72.40,671,609,519
72.44,671,608,514
72.47,661,615,518
72.50,673,612,524
72.53,671,608,515
72.56,678,611,516
72.60,674,614,529
72.63,671,608,515
72.66,674,609,514
72.69,677,623,525
72.73,671,610,517
72.76,671,609,513
72.79,663,616,517
72.82,673,613,524
72.86,671,608,515
72.89,676,611,515
72.92,675,617,530
72.95,671,609,515
72.98,673,609,513
73.02,677,621,501
73.05,671,609,515
73.08,673,609,512
73.11,679,623,523
73.14,672,610,515
73.18,672,609,512
73.21,680,625,523
73.24,672,610,515
73.27,673,609,512
73.31,679,623,523
73.34,672,610,514
73.37,673,609,511
73.40,679,626,511
73.44,671,609,517
73.47,673,609,516
73.50,677,623,507
73.53,671,610,518
73.56,674,610,516
73.60,676,620,535
73.63,671,609,519
73.66,674,610,517
73.69,677,622,511
73.72,671,610,520
73.76,673,610,517
73.79,679,628,526
73.82,672,611,521
73.85,673,610,518
73.89,681,595,526
73.92,672,611,522
73.95,672,610,518
73.98,687,614,524
74.01,672,612,523
74.05,672,610,518
74.08,688,618,523
74.11,673,612,523
74.14,672,609,518
74.18,685,615,524
74.21,672,611,523
74.24,672,609,518
74.27,682,609,525
74.31,672,611,522
74.34,672,609,518
74.37,683,602,527
74.40,672,611,522
74.43,673,610,518
74.47,681,615,524
74.50,672,611,517
74.53,672,610,514
74.56,687,616,518
74.60,673,612,521
74.63,672,609,514
74.66,677,611,514
74.69,676,619,520
74.72,672,610,516
74.76,673,609,513
74.79,686,614,518
74.82,673,612,521
74.85,672,609,513
74.89,678,612,514
74.92,675,616,528
74.95,672,609,515
74.98,674,610,513
75.01,679,624,523
75.05,672,611,516
75.08,672,609,512
75.11,659,616,515
75.14,673,612,520
75.18,672,609,512
75.21,679,613,512
75.24,675,616,524
75.27,672,610,511
75.30,676,612,512
75.34,676,619,529
75.37,672,610,514
75.40,674,611,512
75.43,679,622,523
75.47,673,611,516
75.50,673,610,512
75.53,659,616,514
75.56,674,614,523
75.59,672,610,511
75.63,677,612,511
75.66,676,620,529
75.69,672,611,512
75.72,674,610,510
75.76,680,624,522
75.79,673,612,515
75.82,673,610,511
75.85,687,612,518
75.88,673,613,517
75.92,673,609,512
75.95,676,617,515
75.98,674,613,519
76.01,672,609,512
76.05,678,615,514
76.08,674,614,521
76.11,672,609,512
76.14,679,614,513
76.18,675,616,524
76.21,672,610,513
76.24,677,613,513
76.27,675,617,529
76.30,672,611,513
76.34,675,612,512
76.37,679,627,519
76.40,673,611,516
76.43,673,610,512
76.47,669,617,516
76.50,674,614,524
76.53,672,611,513
76.56,676,612,513
76.59,677,622,494
76.63,673,611,516
76.66,673,610,513
76.69,683,618,518
76.72,673,613,519
76.75,672,609,513
76.79,680,614,515
76.82,675,613,525
76.85,672,610,514
76.88,677,611,514
76.92,676,617,530
76.95,672,610,514
76.98,676,611,514
77.01,677,620,522
77.05,672,610,515
77.08,674,610,513
77.11,679,626,516
77.14,673,611,516
77.18,674,611,513
77.21,682,618,522
77.24,673,612,517
77.27,673,609,513
77.30,686,616,520
77.34,673,611,518
77.37,673,609,513
77.40,688,617,518
77.43,674,611,520
77.46,673,608,514
77.50,668,613,517
77.53,675,611,524
77.56,672,606,515
77.59,679,610,515
77.63,676,615,532
77.66,673,609,515
77.69,675,610,514
77.72,678,622,497
77.75,673,610,516
77.79,674,610,514
77.82,681,622,524
77.85,673,611,517
77.88,674,611,514
77.92,685,595,522
77.95,673,612,518
77.98,673,610,514
78.01,685,617,520
78.05,674,613,519
78.08,673,611,514
78.11,673,619,518
78.14,674,614,521
78.18,673,611,514
78.21,680,614,515
78.24,676,618,533
78.27,673,611,516
78.30,673,609,514
78.34,659,616,516
78.37,675,616,532
78.40,673,609,516
78.43,674,610,513
78.46,671,617,517
78.50,674,615,527
78.53,673,611,515
78.56,675,611,514
78.59,681,595,522
78.63,674,613,520
78.66,673,611,515
78.69,680,614,515
78.72,676,618,529
78.75,673,609,517
78.79,674,611,515
78.82,687,614,519
78.85,674,614,522
78.88,673,611,515
78.92,678,605,515
78.95,677,613,508
78.98,673,603,517
79.01,674,603,514
79.04,689,610,518
79.08,675,606,524
79.11,673,605,515
79.14,676,607,515
79.17,682,600,522
79.21,674,604,522
79.24,673,601,515
79.27,676,603,515
79.30,682,591,521
79.33,674,605,522
79.37,673,602,515
79.40,676,604,515
79.43,680,617,525
79.46,674,604,521
79.50,673,602,515
79.53,680,605,516
79.56,676,610,534
79.59,673,603,517
79.63,675,604,515
79.66,683,602,522
79.69,674,606,522
79.72,673,604,516
79.75,680,608,517
79.79,676,612,531
79.82,673,603,516
79.85,676,604,515
79.88,680,625,525
79.92,673,610,520
79.95,673,603,515
79.98,680,606,516
80.01,676,611,533
80.04,673,604,517
80.08,674,603,514
80.11,683,610,517
80.14,675,608,528
80.17,673,603,516
80.20,675,604,515
80.24,683,587,522
80.27,674,606,522
80.30,673,603,515
80.33,678,605,515
80.37,678,616,499
80.40,673,605,518
80.43,674,604,515
80.46,674,610,518
80.50,675,609,529
80.53,673,605,517
80.56,676,606,516
80.59,680,622,526
80.62,675,607,520
80.66,674,605,516
80.69,665,611,518
80.72,676,611,530
80.75,674,602,518
80.79,677,603,517
80.82,680,615,527
80.85,674,604,521
80.88,675,602,517
80.91,676,609,520
80.95,676,606,527
80.98,674,603,518
81.01,678,604,517
81.04,679,615,521
81.08,674,604,521
81.11,675,603,517
81.14,671,611,521
81.17,675,607,527
81.20,674,603,518
81.24,678,606,519
81.27,678,615,524
81.30,674,607,518
81.33,675,608,515
81.37,684,595,522
81.40,675,610,520
81.43,673,608,513
81.46,672,614,517
81.50,675,610,525
81.53,673,606,515
81.56,679,608,515
81.59,677,613,533
81.62,673,606,516
81.66,676,607,514
81.69,679,618,498
81.72,673,606,518
81.75,675,606,515
81.79,682,617,526
81.82,674,607,520
81.85,674,606,517
81.88,688,610,523
81.91,675,609,523
81.95,674,606,517
81.98,665,611,519
82.01,675,610,527
82.04,673,606,517
82.07,679,609,518
82.11,676,612,534
82.14,673,606,518
82.17,677,607,517
82.20,678,618,514
82.24,674,606,519
82.27,675,607,517
82.30,682,623,527
82.33,674,608,521
82.37,674,606,517
82.40,689,615,522
82.43,675,609,525
82.46,673,606,517
82.50,680,610,519
82.53,676,609,535
82.56,673,603,519
82.59,676,603,517
82.62,681,616,527
82.66,674,605,524
82.69,673,603,518
82.72,680,609,519
82.75,677,614,536
82.79,673,607,519
82.82,675,607,517
82.85,683,592,525
82.88,674,609,523
82.91,674,606,517
82.95,681,610,518
82.98,676,613,532
83.01,673,607,519
83.04,676,608,517
83.07,680,623,528
83.11,674,608,520
83.14,674,607,517
83.17,688,611,522
83.20,675,609,523
83.24,673,607,517
83.27,673,612,519
83.30,675,612,529
83.33,673,606,518
83.36,679,609,518
83.40,677,614,535
83.43,673,607,518
83.46,676,608,517
83.49,679,621,498
83.53,674,608,520
83.56,675,607,517
83.59,683,593,525
83.62,674,609,522
83.65,674,607,517
83.69,680,612,519
83.72,676,612,531
83.75,673,607,518
83.78,676,608,517
83.82,680,623,528
83.85,674,609,522
83.88,674,607,517
83.91,680,611,519
83.94,676,613,534
83.98,673,607,519
84.01,676,608,518
84.04,682,595,526
84.07,674,609,524
84.11,673,607,517
84.14,680,610,519
84.17,677,615,536
84.20,673,608,520
84.24,675,608,518
84.27,683,606,526
84.30,674,608,523
84.33,674,606,518
84.36,669,611,520
84.40,676,611,532
84.43,673,608,519
84.46,677,609,518
84.49,679,621,523
84.53,674,609,521
84.56,674,608,517
84.59,689,617,521
84.62,675,610,524
84.65,673,608,517
84.69,680,609,517
84.72,677,615,534
84.75,673,608,518
84.78,675,609,516
84.82,682,623,526
84.85,674,608,521
84.88,674,608,516
84.91,683,616,520
84.94,675,612,526
84.98,673,608,517
85.01,679,611,514
85.04,677,617,533
85.07,673,606,517
85.11,675,608,514
85.14,689,616,519
85.17,675,608,526
85.20,673,604,516
85.23,676,605,515
85.27,683,606,520
85.30,675,610,524
85.33,673,605,516
85.36,677,609,515
85.40,679,621,527
85.43,674,610,519
85.46,674,608,515
85.49,679,610,517
85.52,676,614,530
85.56,673,608,517
85.59,676,606,515
85.62,682,599,524
85.65,674,605,521
85.69,674,603,515
85.72,681,607,517
85.75,676,608,530
85.78,673,603,517
85.82,676,605,516
85.85,680,617,526
85.88,674,605,520
85.91,674,604,516
85.94,661,610,518
85.98,676,608,529
86.01,674,604,517
86.04,677,605,516
86.07,680,620,524
86.11,674,605,520
86.14,674,604,516
86.17,672,609,517
86.20,676,610,531
86.23,673,604,518
86.27,675,604,516
86.30,684,603,522
86.33,675,607,524
86.36,673,605,516
86.39,678,607,516
86.43,679,618,514
86.46,674,608,520
86.49,674,608,516
86.52,659,612,518
86.56,676,614,529
86.59,673,608,517
86.62,676,609,516
86.65,680,626,527
86.69,674,610,521
86.72,674,607,516
86.75,677,613,518
86.78,676,614,531
86.81,673,608,518
86.85,675,609,516
86.88,683,600,523
86.91,675,611,524
86.94,673,608,517
86.98,677,610,516
87.01,681,621,524
87.04,675,611,524
87.07,673,608,516
87.11,677,610,516
87.14,680,626,526
87.17,674,611,522
87.20,673,609,516
87.23,679,611,516
87.27,679,623,517
87.30,674,610,520
87.33,674,607,516
87.36,677,613,518
87.39,676,615,534
87.43,673,609,518
87.46,675,609,516
87.49,685,601,522
87.52,675,611,523
87.56,674,608,516
87.59,681,612,517
87.62,677,618,536
87.65,673,610,518
87.69,675,608,519
87.72,684,597,527
87.75,675,612,528
87.78,674,608,521
87.81,679,611,521
87.85,678,621,499
87.88,674,610,522
87.91,674,609,518
87.94,659,615,522
87.97,676,615,534
88.01,673,608,521
88.04,676,610,519
88.07,681,627,528
88.10,674,611,523
88.14,674,609,518
88.17,669,615,521
88.20,676,613,531
88.23,674,608,519
88.26,678,610,518
88.30,678,618,502
88.33,674,605,520
88.36,675,605,518
88.39,686,597,525
88.43,675,609,523
88.46,674,607,518
88.49,680,612,519
88.52,677,615,535
88.56,674,609,520
88.59,675,609,517
88.62,687,614,522
88.65,676,612,528
88.68,674,608,519
88.72,677,609,518
88.75,684,595,525
88.78,675,611,525
88.81,674,607,518
88.85,678,609,518
88.88,680,623,529
88.91,675,611,523
88.94,674,609,518
88.97,681,612,518
89.01,677,617,531
89.04,674,609,517
89.07,675,608,516
89.10,687,608,522
89.14,675,611,524
89.17,674,607,518
89.20,680,611,518
89.23,677,615,533
89.26,674,607,518
89.30,676,608,517
89.33,681,625,528
89.36,674,609,520
89.39,675,609,516
89.43,690,617,521
89.46,675,611,526
89.49,674,608,518
89.52,679,610,518
89.55,678,618,505
89.59,674,609,520
89.62,675,608,517
89.65,687,605,524
89.68,675,610,524
