Time,A0,A1,A2
44.65,328,601,450
44.68,335,612,465
44.71,339,613,468
44.74,324,607,459
44.77,335,612,465
44.81,338,613,468
44.84,313,600,482
44.87,335,612,466
44.90,339,613,468
44.94,342,595,466
44.97,335,612,465
45.00,340,614,468
45.03,349,609,473
45.06,335,612,465
45.10,342,615,470
45.13,343,618,472
45.16,335,612,465
45.19,348,618,474
45.22,339,615,469
45.26,336,612,465
45.29,351,619,476
45.32,338,615,469
45.36,336,612,465
45.39,347,617,473
45.42,340,616,471
45.45,335,612,465
45.48,347,617,474
45.52,340,615,470
45.55,335,612,466
45.58,353,621,479
45.61,337,613,467
45.64,338,613,467
45.68,320,625,482
45.71,335,612,465
45.74,341,615,469
45.77,347,621,477
45.81,336,612,466
45.84,344,616,471
45.87,344,619,475
45.90,336,612,466
45.93,343,616,470
45.97,351,622,451
46.00,335,612,466
46.03,338,613,467
46.06,356,621,476
46.10,341,618,476
46.13,335,612,466
46.16,338,612,466
46.19,349,617,471
46.22,353,594,480
46.26,336,613,469
46.29,335,612,465
46.32,340,613,467
46.35,355,619,473
46.39,349,612,467
46.42,336,614,470
46.45,335,612,466
46.48,337,612,466
46.52,345,615,469
46.55,355,627,479
46.58,341,620,474
46.61,336,613,468
46.64,336,612,465
46.68,339,613,466
46.71,350,617,470
46.74,328,631,483
46.77,340,619,479
46.80,336,613,468
46.84,335,612,466
46.87,338,613,466
46.90,343,615,468
46.93,358,619,472
46.97,336,633,484
47.00,340,621,467
47.03,336,614,471
47.06,335,613,467
47.10,336,612,465
47.13,338,612,466
47.16,341,614,467
47.19,349,616,469
47.22,362,622,473
47.26,342,631,483
47.29,342,623,448
47.32,337,616,476
47.35,335,613,469
47.38,335,612,466
47.42,335,612,465
47.45,337,612,465
47.48,339,613,466
47.51,344,615,468
47.55,356,618,471
47.58,316,630,480
47.61,342,623,466
47.64,336,615,472
47.68,335,613,467
47.71,335,612,465
47.74,338,612,465
47.77,342,614,467
47.80,354,618,471
47.84,314,628,479
47.87,343,620,484
47.90,337,615,474
47.93,335,613,467
47.97,335,612,465
48.00,336,612,465
48.03,339,613,466
48.06,344,615,468
48.10,357,619,471
48.13,312,630,480
48.16,343,619,477
48.19,337,616,477
48.22,335,613,469
48.26,335,612,466
48.29,335,612,465
48.32,336,612,465
48.35,339,613,465
48.38,343,614,467
48.42,350,616,469
48.45,361,621,472
48.48,314,630,479
48.51,345,611,484
48.55,338,619,480
48.58,336,614,472
48.61,335,613,467
48.64,335,612,465
48.68,336,612,465
48.71,338,612,465
48.74,340,614,466
48.77,345,615,468
48.80,356,618,470
48.84,339,626,476
48.87,348,599,487
48.90,339,620,455
48.93,336,615,473
48.97,334,613,468
49.00,334,612,465
49.03,335,612,465
49.06,337,612,465
49.09,340,614,466
49.13,346,615,468
49.16,357,619,471
49.19,325,629,478
49.22,344,602,489
49.26,338,619,466
49.29,335,614,472
49.32,334,613,468
49.35,334,612,466
49.38,334,612,465
49.42,335,612,464
49.45,337,612,465
49.48,340,613,465
49.51,343,614,466
49.55,348,616,468
49.58,356,618,470
49.61,359,622,473
49.64,336,631,479
49.68,343,608,484
49.71,337,618,479
49.74,335,614,469
49.77,334,612,466
49.80,335,612,465
49.84,337,613,465
49.87,342,614,467
49.90,351,617,469
49.93,361,624,475
49.97,351,614,485
50.00,339,621,467
50.03,336,615,473
50.06,334,613,467
50.09,334,612,465
50.13,335,612,465
50.16,337,613,465
50.19,341,614,466
50.22,347,616,468
50.25,359,620,472
50.29,324,630,479
50.32,344,618,488
50.35,338,618,475
50.38,335,614,471
50.42,334,613,467
50.45,334,612,465
50.48,335,612,465
50.51,336,612,465
50.54,339,613,466
50.58,343,614,467
50.61,350,616,469
50.64,358,621,472
50.67,340,631,479
50.71,344,608,489
50.74,337,618,475
50.77,334,614,470
50.80,334,612,466
50.84,334,612,465
50.87,336,612,465
50.90,341,614,466
50.93,351,617,470
50.96,352,626,477
51.00,344,607,483
51.03,336,616,475
51.06,334,613,467
51.09,334,612,465
51.13,335,612,465
51.16,339,613,466
51.19,345,615,468
51.22,359,620,472
51.25,324,631,480
51.29,341,624,456
51.32,336,616,475
51.35,334,613,468
51.38,334,612,466
51.42,334,612,464
51.45,336,612,465
51.48,339,613,465
51.51,343,615,467
51.54,354,618,470
51.58,351,625,474
51.61,349,599,485
51.64,339,621,452
51.67,336,615,475
51.71,334,613,468
51.74,334,612,466
51.77,334,612,465
51.80,335,612,464
51.83,337,613,465
51.87,341,614,466
51.90,348,616,468
51.93,357,622,473
51.96,353,631,484
52.00,340,621,448
52.03,335,615,472
52.06,334,613,467
52.09,334,612,465
52.12,335,612,464
52.16,338,613,465
52.19,342,615,467
52.22,352,617,469
52.25,354,625,475
52.29,347,610,486
52.32,338,619,476
52.35,335,614,471
52.38,334,613,466
52.42,334,612,465
52.45,335,612,464
52.48,337,613,465
52.51,340,614,466
52.54,344,615,467
52.58,352,617,469
52.61,361,622,472
52.64,317,630,478
52.67,345,600,485
52.71,338,621,454
52.74,336,616,477
52.77,334,614,470
52.80,334,613,467
52.83,334,612,466
52.87,334,612,465
52.90,335,612,464
52.93,336,612,464
52.96,338,613,465
53.00,340,614,465
53.03,342,614,466
53.06,347,616,467
53.09,354,618,469
53.12,358,621,471
53.16,314,627,475
53.19,350,619,482
53.22,340,624,486
53.25,336,618,475
53.29,334,614,470
53.32,333,612,466
53.35,333,612,465
53.38,334,612,464
53.41,336,612,464
53.45,339,613,465
53.48,344,615,467
53.51,353,618,469
53.54,338,624,474
53.58,350,630,482
53.61,340,621,485
53.64,336,617,478
53.67,334,614,470
53.70,333,612,466
53.74,333,612,465
53.77,334,612,464
53.80,335,612,464
53.83,337,613,464
53.87,340,614,465
53.90,344,615,467
53.93,352,617,468
53.96,359,620,470
53.99,336,626,474
54.03,347,632,479
54.06,344,602,485
54.09,339,622,479
54.12,336,619,464
54.16,334,616,477
54.19,333,614,471
54.22,333,613,467
54.25,333,612,465
54.29,333,612,464
54.32,334,612,464
54.35,336,613,464
54.38,338,613,465
54.41,343,615,466
54.45,353,618,469
54.48,355,625,475
54.51,349,610,484
54.54,338,621,452
54.58,335,616,474
54.61,333,614,468
54.64,333,613,466
54.67,333,612,465
54.70,334,612,464
54.74,335,612,464
54.77,337,613,464
54.80,338,613,465
54.83,341,614,465
54.87,344,615,467
54.90,350,617,468
54.93,358,619,470
54.96,351,624,473
54.99,338,630,477
55.03,345,602,486
55.06,338,622,453
55.09,335,616,475
55.12,333,614,468
55.15,333,613,466
55.19,333,612,464
55.22,334,612,464
55.25,335,612,464
55.28,337,613,464
55.32,339,614,465
55.35,342,614,466
55.38,347,616,467
55.41,353,618,468
55.45,356,620,471
55.48,314,626,474
55.51,351,631,481
55.54,341,610,488
55.57,337,620,451
55.61,334,615,473
55.64,333,613,468
55.67,333,612,465
55.70,333,612,464
55.74,334,612,464
55.77,336,613,464
55.80,338,613,465
55.83,342,615,466
55.87,348,616,468
55.90,358,620,471
55.93,320,628,476
55.96,346,621,485
55.99,338,622,450
56.03,335,616,476
56.06,333,614,470
56.09,333,613,466
56.12,333,612,464
56.15,333,612,464
56.19,336,612,464
56.22,339,614,465
56.25,345,615,467
56.28,357,620,470
56.31,312,630,478
56.35,342,620,477
56.38,336,618,478
56.41,334,614,469
56.44,333,612,466
56.48,334,612,464
56.51,335,612,464
56.54,338,613,465
56.57,342,615,466
56.61,350,617,469
56.64,358,623,473
56.67,351,627,482
56.70,340,624,481
56.74,336,617,477
56.77,334,614,469
56.80,333,613,466
56.83,333,612,465
56.86,334,612,464
56.90,336,613,464
56.93,339,614,465
56.96,344,615,466
56.99,352,617,469
57.03,353,623,473
57.06,350,632,480
57.09,342,615,488
57.12,336,618,475
57.15,334,615,470
57.19,333,613,466
57.22,333,612,464
57.25,334,612,464
57.28,337,613,465
57.31,343,615,467
57.35,356,620,470
57.38,312,631,479
57.41,341,620,474
57.44,335,616,475
57.48,333,613,467
57.51,333,613,465
57.54,334,612,464
57.57,336,613,464
57.61,341,615,466
57.64,351,618,469
57.67,353,627,476
57.70,344,614,479
57.74,336,617,475
57.77,333,613,467
57.80,333,613,465
57.83,334,612,464
57.86,337,613,465
57.90,343,616,467
57.93,358,621,472
57.96,351,599,486
57.99,337,619,478
58.02,333,614,468
58.06,333,612,464
58.09,334,612,464
58.12,337,613,464
58.15,342,615,466
58.19,353,618,470
58.22,320,628,476
58.25,344,599,488
58.28,336,619,473
58.31,334,614,469
58.35,333,613,466
58.38,333,612,464
58.41,335,613,464
58.44,338,613,465
58.48,342,615,467
58.51,352,618,469
58.54,353,626,475
58.57,347,620,485
58.61,337,621,465
58.64,334,615,471
58.67,333,613,466
58.70,333,612,465
58.73,334,613,464
58.77,336,613,464
58.80,340,614,466
58.83,348,617,468
58.86,360,623,473
58.90,350,617,484
58.93,337,619,479
58.96,333,614,468
58.99,332,613,465
59.02,334,612,464
59.06,337,613,464
59.09,343,616,467
59.12,358,623,473
59.15,345,612,486
59.19,335,616,472
59.22,332,613,466
59.25,333,612,464
59.28,336,613,464
59.31,340,615,466
59.35,351,618,469
59.38,323,627,476
59.41,343,609,487
59.44,335,617,476
59.47,333,614,467
59.51,332,613,464
59.54,333,612,464
59.57,335,613,464
59.60,338,614,465
59.64,345,616,467
59.67,357,620,470
59.70,310,630,477
59.73,342,610,482
59.77,335,617,476
59.80,333,614,468
59.83,332,613,465
59.86,333,612,463
59.89,335,613,464
59.93,338,614,464
59.96,343,615,466
59.99,354,618,469
60.02,351,627,475
60.06,346,596,484
60.09,337,621,466
60.12,334,615,472
60.15,332,613,467
60.18,332,612,465
60.22,332,612,464
60.25,334,612,463
60.28,336,613,463
60.31,338,614,464
60.35,344,616,466
60.38,354,619,469
60.41,336,627,475
60.44,345,599,485
60.47,336,620,450
60.51,333,615,471
60.54,332,613,466
60.57,332,612,464
60.60,332,612,463
60.64,334,612,463
60.67,337,614,464
60.70,342,615,466
60.73,353,618,469
60.77,324,626,474
60.80,346,619,484
60.83,337,621,456
60.86,334,616,473
60.89,332,613,467
60.93,332,612,464
60.96,332,612,463
60.99,334,612,463
61.02,336,613,463
61.06,339,614,464
61.09,345,616,466
61.12,355,619,469
61.15,347,625,473
61.18,349,633,481
61.22,339,616,481
61.25,335,618,477
61.28,333,615,472
61.31,332,613,466
61.35,332,613,465
61.38,332,612,464
61.41,333,612,463
61.44,334,612,463
61.47,337,613,464
61.51,341,615,465
61.54,350,617,468
61.57,358,625,473
61.60,347,604,483
61.63,336,620,475
61.67,333,615,469
61.70,332,613,465
61.73,332,612,463
61.76,334,612,463
61.80,337,614,464
61.83,343,615,466
61.86,355,619,469
61.89,312,629,476
61.93,342,616,486
61.96,335,619,475
61.99,332,614,469
62.02,332,613,465
62.06,332,612,463
62.09,333,612,463
62.12,336,613,464
62.15,341,615,465
62.18,351,618,468
62.22,333,626,474
62.25,345,598,486
62.28,336,619,465
62.31,333,614,469
62.35,332,613,465
62.38,332,612,463
62.41,333,612,463
62.44,336,613,463
62.47,339,614,464
62.51,346,616,467
62.54,358,620,470
62.57,309,629,476
62.60,343,594,485
62.63,336,620,467
62.67,333,615,470
62.70,332,613,465
62.73,332,612,463
62.76,333,612,463
62.80,336,613,464
62.83,343,616,466
62.86,358,622,471
62.89,348,599,483
62.93,335,618,476
62.96,332,613,466
62.99,332,612,463
63.02,334,613,463
63.05,338,614,465
63.09,352,619,469
63.12,347,622,483
63.15,336,618,475
63.18,332,613,465
63.22,332,612,463
63.25,335,613,463
63.28,340,615,466
63.31,355,621,471
63.34,346,598,486
63.38,334,616,472
63.41,332,613,464
63.44,332,612,463
63.47,334,613,463
63.51,340,615,465
63.54,354,619,470
63.57,333,633,481
63.60,337,621,460
63.63,332,614,469
63.67,331,613,464
63.70,332,612,463
63.73,333,612,463
63.76,337,614,464
63.80,343,615,466
63.83,355,619,469
63.86,323,629,476
63.89,342,607,482
63.93,335,619,477
63.96,332,615,470
63.99,331,613,465
64.02,331,612,463
64.05,332,612,463
64.09,333,612,462
64.12,335,613,463
64.15,338,614,464
64.18,345,616,466
64.21,356,620,470
64.25,324,630,477
64.28,340,622,485
64.31,334,618,477
64.34,332,614,468
64.37,331,612,464
64.41,331,612,463
64.44,332,612,462
64.47,333,612,462
64.50,335,613,463
64.54,338,614,464
64.57,343,615,465
64.60,350,617,467
64.63,352,621,470
64.67,331,629,475
64.70,344,621,482
64.73,338,619,486
64.76,334,620,442
64.79,333,617,475
64.83,332,614,470
64.86,331,613,467
64.89,330,613,464
64.92,331,612,464
64.96,331,612,463
64.99,332,612,463
65.02,334,612,463
65.05,336,613,463
65.08,339,615,464
65.12,345,616,466
65.15,356,619,469
65.18,330,628,475
65.21,342,595,484
65.25,334,618,477
65.28,331,614,467
65.31,331,612,464
65.34,332,612,462
65.37,334,613,463
65.41,339,614,465
65.44,350,618,468
65.47,350,626,474
65.50,343,601,483
65.54,335,619,478
65.57,332,614,468
65.60,331,613,464
65.63,331,612,463
65.67,332,612,462
65.70,335,613,463
65.73,338,614,464
65.76,344,616,466
65.79,355,620,469
65.83,314,628,474
65.86,345,595,482
65.89,337,623,479
65.92,334,618,473
65.95,332,615,470
65.99,331,613,465
66.02,331,612,464
66.05,331,612,462
66.08,333,612,462
66.12,336,613,463
66.15,344,616,466
66.18,353,622,471
66.21,347,623,483
66.25,335,619,467
66.28,332,614,467
66.31,330,612,464
66.34,331,612,462
66.37,333,612,462
66.41,336,613,463
66.44,342,615,465
66.47,355,620,469
66.50,318,631,478
66.54,338,619,475
66.57,333,616,473
66.60,331,613,466
66.63,330,612,463
66.66,331,612,462
66.70,332,612,462
66.73,335,613,462
66.76,338,614,464
66.79,345,616,466
66.83,354,619,468
66.86,350,625,472
66.89,345,630,478
66.92,339,616,481
66.95,334,620,458
66.99,332,616,474
67.02,331,614,468
67.05,330,613,465
67.08,330,612,464
67.12,330,612,463
67.15,330,612,462
67.18,331,612,462
67.21,332,612,462
67.25,334,613,462
67.28,336,613,463
67.31,339,614,464
67.34,345,616,466
67.37,353,619,467
67.41,349,623,471
67.44,342,630,476
67.47,341,607,484
67.50,335,621,443
67.54,332,615,472
67.57,330,613,466
67.60,330,612,463
67.63,330,612,462
67.66,331,612,462
67.70,333,612,462
67.73,336,613,463
67.76,341,615,465
67.79,350,617,466
67.82,348,622,470
67.86,343,631,476
67.89,340,598,485
67.92,334,621,459
67.95,332,616,475
67.99,331,614,469
68.02,330,613,466
68.05,330,612,464
68.08,329,612,463
68.12,330,612,463
68.15,330,612,462
68.18,330,612,462
68.21,331,612,462
68.25,332,612,462
68.28,333,612,462
68.31,334,612,462
68.34,335,613,462
68.37,337,614,463
68.41,341,615,464
68.44,346,616,466
68.47,354,619,467
68.50,347,624,471
68.54,343,632,478
68.57,339,607,483
68.60,334,619,464
68.63,331,614,469
68.66,330,613,464
68.70,330,612,462
68.73,331,612,462
68.76,334,613,462
68.79,338,614,464
68.82,347,617,466
68.86,357,623,471
68.89,343,629,479
68.92,336,623,457
68.95,332,616,474
68.99,330,614,466
69.02,330,612,464
69.05,330,612,462
69.08,330,612,462
69.11,332,612,462
69.15,333,612,462
69.18,335,613,462
69.21,337,614,463
69.24,340,615,463
69.28,343,615,464
69.31,347,616,465
69.34,351,617,466
69.37,354,619,467
69.40,354,621,468
69.44,343,623,470
69.47,312,627,472
69.50,347,630,476
69.53,342,597,480
69.57,338,620,484
69.60,334,622,469
69.63,332,618,466
69.66,331,615,473
69.69,330,614,469
69.73,330,613,466
69.76,329,612,464
69.79,329,612,463
69.82,329,612,462
69.86,330,612,462
69.89,331,612,461
69.92,333,612,462
69.95,334,613,462
69.99,337,614,463
70.02,341,615,464
70.05,348,617,466
70.08,353,620,468
70.11,316,625,471
70.15,349,632,477
70.18,339,603,485
70.21,334,620,443
70.24,331,616,472
70.28,330,613,466
70.31,329,612,464
70.34,329,612,462
70.37,330,612,462
70.40,330,612,461
70.44,331,612,462
70.47,332,612,462
70.50,334,613,462
70.53,335,613,462
70.56,338,614,463
70.60,341,615,464
70.63,346,616,465
70.66,351,618,466
70.69,355,620,468
70.73,349,623,470
70.76,306,627,472
70.79,345,632,476
70.82,342,626,480
70.86,338,600,483
70.89,335,622,479
70.92,333,620,445
70.95,331,617,476
70.98,330,614,470
71.02,329,613,466
71.05,329,612,463
71.08,329,612,462
71.11,330,612,461
71.15,331,612,462
71.18,334,613,462
71.21,338,614,464
71.24,347,617,466
71.27,355,624,471
71.31,346,615,481
71.34,334,621,456
71.37,331,615,470
71.40,329,613,465
71.44,329,612,462
71.47,330,612,462
71.50,331,612,461
71.53,333,613,462
71.56,336,614,463
71.60,341,615,464
71.63,350,618,466
71.66,349,624,471
71.69,347,622,479
71.73,336,623,479
71.76,332,617,475
71.79,330,614,468
71.82,329,613,464
71.86,329,612,462
71.89,329,612,462
71.92,330,612,461
71.95,331,612,461
71.98,333,613,462
72.02,336,613,462
72.05,340,615,464
72.08,347,617,466
72.11,351,621,469
72.14,334,630,475
72.18,340,595,484
72.21,334,621,448
72.24,331,615,472
72.27,329,614,466
72.31,329,612,463
72.34,329,612,462
72.37,330,612,461
72.40,332,612,462
72.44,335,613,462
72.47,339,615,464
72.50,348,617,466
72.53,351,624,471
72.56,345,629,481
72.60,334,621,446
72.63,330,615,471
72.66,329,613,465
72.69,329,612,463
72.73,329,612,462
72.76,330,612,461
72.79,331,612,461
72.82,333,613,461
72.86,336,614,462
72.89,339,615,464
72.92,344,616,465
72.95,351,618,466
72.98,356,621,468
73.02,340,625,471
73.05,332,630,475
73.08,342,617,479
73.11,337,611,481
73.14,334,622,460
73.18,332,619,465
73.21,330,616,475
73.24,329,615,469
73.27,329,613,466
73.31,329,613,464
73.34,328,612,463
73.37,329,612,462
73.40,329,612,461
73.44,330,612,461
73.47,331,612,461
73.50,334,613,462
73.53,336,614,463
73.56,342,615,464
73.60,350,618,466
73.63,351,623,469
73.66,328,629,474
73.69,341,595,481
73.72,335,624,482
73.76,332,619,449
73.79,330,616,474
73.82,329,614,469
73.85,329,613,466
73.89,328,613,464
73.92,328,612,463
73.95,328,612,462
73.98,328,612,462
74.01,329,612,461
74.05,329,611,461
74.08,330,612,461
74.11,330,612,461
74.14,331,612,461
74.18,332,612,461
74.21,333,613,461
74.24,334,613,461
74.27,334,613,462
74.31,336,614,462
74.34,338,614,463
74.37,341,615,464
74.40,346,616,465
74.43,350,618,466
74.47,352,620,467
74.50,340,622,468
74.53,308,625,471
74.56,340,629,473
74.60,346,631,476
74.63,340,618,480
74.66,336,607,484
74.69,334,622,481
74.72,332,620,444
74.76,330,617,473
74.79,329,615,471
74.82,329,614,467
74.85,328,613,465
74.89,328,612,463
74.92,328,612,462
74.95,328,612,462
74.98,328,612,461
75.01,329,612,461
75.05,329,611,461
75.08,330,612,461
75.11,330,612,461
75.14,330,612,461
75.18,330,612,461
75.21,331,612,461
75.24,331,612,461
75.27,332,613,461
75.30,333,613,461
75.34,333,613,461
75.37,334,613,462
75.40,335,614,462
75.43,336,614,462
75.47,337,614,462
75.50,338,614,463
75.53,339,615,463
75.56,342,615,464
75.59,346,616,465
75.63,351,618,466
75.66,354,620,467
75.69,349,623,469
75.72,306,627,472
75.76,343,632,476
75.79,340,617,481
75.82,336,615,482
75.85,333,621,441
75.88,331,617,477
75.92,329,615,471
75.95,329,614,467
75.98,328,613,464
76.01,328,613,463
76.05,328,612,462
76.08,329,612,461
76.11,329,612,461
76.14,330,612,461
76.18,332,612,461
76.21,333,613,462
76.24,335,614,462
76.27,338,615,463
76.30,342,616,464
76.34,347,617,465
76.37,352,618,466
76.40,355,621,468
76.43,345,624,469
76.47,305,628,472
76.50,341,631,475
76.53,342,621,478
76.56,338,599,481
76.59,336,615,481
76.63,334,624,474
76.66,332,622,444
76.69,331,619,471
76.72,330,617,474
76.75,329,615,469
76.79,328,614,465
76.82,328,613,463
76.85,328,612,462
76.88,329,612,461
76.92,331,613,461
76.95,333,613,462
76.98,337,615,463
77.01,344,617,465
77.05,352,620,467
77.08,308,628,472
77.11,343,603,480
77.14,334,624,479
77.18,331,618,470
77.21,329,615,470
77.24,328,614,465
77.27,328,613,463
77.30,328,613,462
77.34,328,612,461
77.37,329,612,461
77.40,330,613,461
77.43,332,613,461
77.46,334,614,462
77.50,338,615,463
77.53,345,617,465
77.56,352,620,467
77.59,306,626,472
77.63,345,631,478
77.66,337,605,484
77.69,332,622,468
77.72,330,617,468
77.75,329,615,471
77.79,328,614,467
77.82,328,613,465
77.85,328,613,464
77.88,327,613,463
77.92,327,612,462
77.95,328,612,462
77.98,328,612,461
78.01,328,612,461
78.05,329,612,460
78.08,330,612,461
78.11,331,612,461
78.14,332,613,461
78.18,333,613,461
78.21,335,614,462
78.24,336,614,462
78.27,339,615,463
78.30,343,616,464
78.34,348,618,465
78.37,353,620,466
78.40,352,622,468
78.43,316,626,471
78.46,337,631,474
78.50,341,630,478
78.53,337,596,482
78.56,334,621,478
78.59,331,620,444
78.63,330,617,475
78.66,328,614,468
78.69,327,613,464
78.72,327,613,463
78.75,327,612,462
78.79,327,612,461
78.82,328,611,460
78.85,328,612,460
78.88,329,612,460
78.92,330,612,460
78.95,331,612,460
78.98,332,612,461
79.01,333,613,461
79.04,334,614,461
79.08,336,614,462
79.11,339,615,463
79.14,345,617,465
79.17,354,620,467
79.21,322,628,473
79.24,341,597,480
79.27,333,621,446
79.30,329,616,471
79.33,328,613,465
79.37,327,612,462
79.40,327,612,460
79.43,328,612,460
79.46,330,612,460
79.50,333,614,462
79.53,338,615,463
79.56,346,617,465
79.59,350,623,469
79.63,345,627,476
79.66,335,622,482
79.69,330,618,461
79.72,328,615,469
79.75,327,613,465
79.79,327,612,462
79.82,327,612,461
79.85,327,612,460
79.88,328,611,460
79.92,330,612,460
79.95,331,612,461
79.98,334,613,462
80.01,338,614,463
80.04,344,616,464
80.08,350,619,466
80.11,332,623,469
80.14,339,629,473
80.17,340,623,478
80.20,335,611,484
80.24,332,621,468
80.27,329,617,464
80.30,328,615,471
80.33,328,614,466
80.37,327,613,464
80.40,327,612,462
80.43,327,612,461
80.46,327,612,460
80.50,328,612,460
80.53,330,612,460
80.56,333,613,461
80.59,336,614,462
80.62,343,616,464
80.66,352,619,467
80.69,324,626,471
80.72,342,628,480
80.75,333,621,460
80.79,329,616,472
80.82,327,613,464
80.85,326,612,461
80.88,327,611,460
80.91,328,611,460
80.95,331,612,461
80.98,336,614,462
81.01,346,617,465
81.04,346,625,471
81.08,339,595,480
81.11,330,618,474
81.14,328,613,466
81.17,326,612,461
81.20,327,611,460
81.24,328,611,460
81.27,332,613,461
81.30,337,614,463
81.33,348,618,465
81.37,329,626,471
81.40,340,594,480
81.43,332,621,460
81.46,328,616,472
81.50,327,613,465
81.53,326,612,462
81.56,326,611,461
81.59,327,611,460
81.62,327,611,460
81.66,329,611,460
81.69,330,612,460
81.72,332,613,461
81.75,336,614,462
81.79,344,616,464
81.82,349,620,467
81.85,324,628,472
81.88,338,595,482
81.91,331,620,443
81.95,328,615,469
81.98,326,613,463
82.01,326,611,460
82.04,327,611,460
82.07,328,611,460
82.11,331,612,460
82.14,335,614,462
82.17,342,616,464
82.20,352,621,467
82.24,328,631,475
82.27,335,611,478
82.30,329,617,475
82.33,327,614,466
82.37,326,612,462
82.40,326,611,460
82.43,327,611,460
82.46,328,611,459
82.50,330,612,460
82.53,333,613,461
82.56,340,615,463
82.59,349,617,465
82.62,348,623,469
82.66,334,630,474
82.69,336,605,479
82.72,330,620,448
82.75,328,615,472
82.79,326,613,466
82.82,326,612,462
82.85,326,611,461
82.88,326,611,460
82.91,326,611,459
82.95,328,611,459
82.98,329,611,459
83.01,331,612,460
83.04,333,613,460
83.07,336,613,461
83.11,340,615,462
83.14,344,615,463
83.17,348,617,464
83.20,351,619,465
83.24,348,620,466
83.27,333,623,467
83.30,308,626,469
83.33,339,628,471
83.36,343,626,474
83.40,338,603,476
83.43,336,603,480
83.46,333,621,482
83.49,331,621,475
83.53,329,618,440
83.56,328,616,469
83.59,327,614,471
83.62,327,614,468
83.65,326,613,466
83.69,326,612,464
83.72,326,612,463
83.75,325,612,463
83.78,325,612,463
83.82,325,612,462
83.85,325,612,463
83.88,325,612,463
83.91,326,612,464
83.94,325,612,464
83.98,325,612,465
84.01,325,613,465
84.04,326,613,466
84.07,326,613,468
84.11,326,614,469
84.14,326,614,468
84.17,326,613,466
84.20,326,612,463
84.24,326,611,462
84.27,325,611,460
84.30,327,611,459
84.33,328,611,459
84.36,331,612,460
84.40,336,614,462
84.43,347,617,465
84.46,305,627,472
84.49,336,601,482
84.53,328,617,472
84.56,326,613,464
84.59,325,611,461
84.62,326,611,459
84.65,326,611,459
84.69,328,611,459
84.72,330,612,460
84.75,334,613,461
84.78,340,615,463
84.82,350,618,465
84.85,336,624,469
84.88,341,631,475
84.91,335,595,480
84.94,330,621,461
84.98,328,617,468
85.01,327,615,471
85.04,326,613,467
85.07,326,613,465
85.11,325,612,464
85.14,325,612,463
85.17,325,612,462
85.20,325,612,462
85.23,325,612,461
85.27,325,611,461
85.30,325,611,460
85.33,325,611,460
85.36,325,611,460
85.40,325,611,459
85.43,325,611,459
85.46,326,611,459
85.49,326,611,459
85.52,327,611,459
85.56,328,611,459
85.59,329,611,459
85.62,330,612,459
85.65,332,612,460
85.69,335,614,461
85.72,341,615,463
85.75,350,618,465
85.78,345,623,468
85.82,339,629,475
85.85,334,612,478
85.88,330,620,445
85.91,327,616,473
85.94,326,614,467
85.98,325,612,464
86.01,325,612,461
86.04,325,611,460
86.07,325,611,460
86.11,326,611,459
86.14,326,611,459
86.17,327,611,459
86.20,327,611,459
86.23,328,611,459
86.27,329,611,459
86.30,330,612,459
86.33,330,612,459
86.36,330,612,459
86.39,331,612,460
86.43,331,612,459
86.46,331,612,459
86.49,330,612,459
86.52,330,612,459
86.56,330,612,459
86.59,329,612,459
86.62,329,612,459
86.65,329,612,459
86.69,328,611,459
86.72,328,611,459
86.75,328,612,459
86.78,328,611,459
86.81,328,611,459
86.85,328,611,459
86.88,328,611,459
86.91,328,611,459
86.94,327,611,458
86.98,327,611,459
87.01,326,611,459
87.04,326,611,458
87.07,325,611,459
87.11,325,611,460
87.14,325,611,460
87.17,324,611,460
87.20,324,611,462
87.23,324,612,463
87.27,324,613,466
87.30,325,614,470
87.33,326,615,474
87.36,327,618,442
87.39,328,621,475
87.43,331,609,478
87.46,335,613,475
87.49,339,629,472
87.52,339,629,470
87.56,327,628,469
87.59,316,627,469
87.62,316,627,469
87.65,318,627,469
87.69,324,628,470
87.72,335,629,471
87.75,340,630,472
87.78,341,629,473
87.81,339,627,474
87.85,337,619,475
87.88,335,597,477
87.91,334,601,479
87.94,332,618,478
87.97,330,622,468
88.01,328,620,441
88.04,327,617,467
88.07,326,615,473
88.10,326,614,469
88.14,325,613,466
88.17,324,613,464
88.20,324,612,462
88.23,324,612,461
88.26,324,611,460
88.30,324,611,460
88.33,324,611,459
88.36,325,611,459
88.39,325,611,458
88.43,325,611,458
88.46,326,611,458
88.49,327,611,458
88.52,327,611,458
88.56,328,612,459
88.59,329,612,459
88.62,330,612,459
88.65,331,612,459
88.68,332,613,459
88.72,332,613,460
88.75,334,613,460
88.78,335,614,460
88.81,338,614,461
88.85,341,615,462
88.88,344,616,463
88.91,348,618,464
88.94,348,620,465
88.97,335,622,466
89.01,304,625,468
89.04,335,628,470
89.07,341,627,472
89.10,337,614,475
89.14,335,593,476
89.17,334,597,477
89.20,334,599,477
89.23,333,599,477
89.26,333,598,477
89.30,334,596,476
89.33,334,594,476
89.36,335,595,475
89.39,336,605,475
89.43,336,616,473
89.46,338,623,472
89.49,339,625,473
89.52,337,611,475
89.55,334,599,478
89.59,332,618,480
89.62,329,622,478
89.65,327,619,457
89.68,326,617,450
