Time,B0,B1,B2
44.65,626,561,463
44.68,627,562,463
44.71,633,567,468
44.74,635,543,478
44.77,627,563,466
44.81,626,561,463
44.84,628,562,464
44.87,634,568,469
44.90,635,549,476
44.94,627,564,467
44.97,626,561,463
45.00,627,561,463
45.03,630,564,466
45.06,642,576,475
45.10,630,569,470
45.13,626,562,465
45.16,626,561,463
45.19,628,563,463
45.22,633,567,468
45.26,632,579,482
45.29,628,565,471
45.32,626,561,464
45.36,626,561,463
45.39,629,563,465
45.42,638,571,471
45.45,632,572,458
45.48,626,562,464
45.52,626,561,462
45.55,628,563,464
45.58,639,571,472
45.61,631,572,467
45.64,626,562,465
45.68,626,561,462
45.71,628,563,464
45.74,636,569,469
45.77,635,564,481
45.81,627,563,467
45.84,626,561,462
45.87,627,561,463
45.90,630,565,465
45.93,639,576,475
45.97,630,569,472
46.00,626,562,464
46.03,626,561,462
46.06,628,562,464
46.10,634,567,468
46.13,630,573,483
46.16,627,564,468
46.19,626,561,463
46.22,627,561,462
46.26,629,564,465
46.29,640,573,472
46.32,632,573,445
46.35,627,563,466
46.39,626,561,463
46.42,626,561,462
46.45,629,563,464
46.48,637,569,469
46.52,636,548,483
46.55,628,565,470
46.58,626,561,463
46.61,626,561,462
46.64,628,562,463
46.68,632,565,466
46.71,621,578,476
46.74,631,571,450
46.77,627,563,466
46.80,626,561,463
46.84,627,561,462
46.87,628,563,463
46.90,634,567,467
46.93,610,581,478
46.97,630,569,476
47.00,627,562,465
47.03,626,561,462
47.06,627,562,462
47.10,630,565,465
47.13,643,576,474
47.16,630,569,477
47.19,626,562,464
47.22,626,561,462
47.26,628,563,464
47.29,635,568,468
47.32,636,549,484
47.35,628,564,468
47.38,626,561,463
47.42,627,561,462
47.45,629,564,464
47.48,639,571,470
47.51,635,552,483
47.55,627,564,468
47.58,626,561,463
47.61,626,561,462
47.64,629,563,464
47.68,635,568,468
47.71,631,577,482
47.74,628,565,470
47.77,626,562,463
47.80,626,561,462
47.84,629,563,464
47.87,635,568,468
47.90,625,570,481
47.93,628,566,471
47.97,626,562,463
48.00,627,561,463
48.03,631,565,466
48.06,620,555,484
48.10,627,563,466
48.13,626,561,463
48.16,629,564,465
48.19,642,575,475
48.22,630,567,472
48.26,626,561,463
48.29,627,562,463
48.32,632,566,467
48.35,611,582,481
48.38,628,565,469
48.42,626,562,463
48.45,627,562,463
48.48,630,565,465
48.51,644,576,475
48.55,631,570,476
48.58,627,563,465
48.61,627,561,462
48.64,628,563,463
48.68,632,566,466
48.71,638,579,477
48.74,630,568,473
48.77,627,562,463
48.80,627,562,463
48.84,631,565,466
48.87,615,581,480
48.90,629,565,469
48.93,627,562,463
48.97,628,562,463
49.00,632,566,467
49.03,611,582,481
49.06,629,566,471
49.09,627,562,463
49.13,627,562,463
49.16,630,564,465
49.19,640,572,471
49.22,634,573,444
49.26,628,564,467
49.29,627,562,463
49.32,628,562,463
49.35,631,565,466
49.38,643,575,473
49.42,633,573,444
49.45,628,564,466
49.48,628,562,463
49.51,628,563,463
49.55,632,566,466
49.58,643,574,472
49.61,634,569,477
49.64,628,565,468
49.68,627,562,463
49.71,628,562,463
49.74,631,565,465
49.77,640,572,471
49.80,635,563,468
49.84,629,564,467
49.87,627,562,463
49.90,628,563,463
49.93,632,566,466
49.97,644,576,474
50.00,633,572,471
50.03,628,564,466
50.06,628,562,463
50.09,629,564,464
50.13,633,567,467
50.16,643,579,476
50.19,632,572,456
50.22,628,564,466
50.25,628,563,464
50.29,628,563,463
50.32,631,565,465
50.35,638,570,469
50.38,637,580,482
50.42,630,568,475
50.45,628,563,465
50.48,628,563,463
50.51,629,563,463
50.54,631,565,465
50.58,639,571,469
50.61,633,578,483
50.64,630,567,473
50.67,628,563,465
50.71,628,563,463
50.74,629,564,464
50.77,634,567,467
50.80,623,582,480
50.84,630,567,472
50.87,628,563,464
50.90,628,563,463
50.93,631,566,465
50.96,641,574,472
51.00,634,574,444
51.03,628,564,466
51.06,628,563,463
51.09,630,564,464
51.13,636,569,469
51.16,638,566,485
51.19,629,566,469
51.22,628,563,464
51.25,629,563,463
51.29,632,566,466
51.32,645,577,476
51.35,632,570,477
51.38,628,563,465
51.42,628,563,463
51.45,631,565,465
51.48,641,573,472
51.51,634,574,466
51.54,628,564,465
51.58,628,563,463
51.61,630,565,465
51.64,637,570,470
51.67,637,567,479
51.71,629,565,467
51.74,628,563,463
51.77,630,564,464
51.80,636,569,469
51.83,639,555,485
51.87,629,565,468
51.90,628,563,463
51.93,630,564,464
51.96,635,568,468
52.00,618,583,483
52.03,630,567,470
52.06,628,563,464
52.09,629,563,463
52.12,632,566,466
52.16,643,575,473
52.19,634,575,453
52.22,629,565,467
52.25,628,563,463
52.29,629,564,463
52.32,632,566,466
52.35,643,575,473
52.38,635,576,468
52.42,629,565,468
52.45,628,563,464
52.48,629,563,463
52.51,632,566,466
52.54,643,575,473
52.58,635,573,463
52.61,629,565,467
52.64,628,563,463
52.67,629,564,463
52.71,633,567,467
52.74,645,579,477
52.77,632,569,476
52.80,628,564,464
52.83,629,563,463
52.87,631,565,465
52.90,640,573,471
52.93,635,575,450
52.96,629,565,466
53.00,628,563,463
53.03,630,564,464
53.06,635,568,468
53.09,621,575,482
53.12,630,567,471
53.16,628,563,464
53.19,629,563,463
53.22,632,566,466
53.25,643,578,476
53.29,632,570,476
53.32,629,563,464
53.35,628,563,463
53.38,630,565,464
53.41,637,570,469
53.45,636,569,483
53.48,630,566,470
53.51,628,563,464
53.54,628,563,463
53.58,630,565,464
53.61,635,568,467
53.64,644,581,477
53.67,633,573,466
53.70,629,565,467
53.74,628,563,464
53.77,629,563,463
53.80,631,565,465
53.83,638,570,469
53.87,637,552,483
53.90,631,567,472
53.93,629,564,464
53.96,629,563,463
53.99,630,564,464
54.03,634,568,467
54.06,641,577,475
54.09,634,574,464
54.12,630,565,468
54.16,629,563,464
54.19,629,563,463
54.22,631,565,464
54.25,635,568,467
54.29,643,579,475
54.32,633,574,446
54.35,629,566,468
54.38,628,563,464
54.41,629,563,463
54.45,631,565,464
54.48,634,568,466
54.51,646,576,473
54.54,636,569,470
54.58,630,567,471
54.61,629,564,465
54.64,629,563,463
54.67,630,564,463
54.70,632,566,466
54.74,641,572,470
54.77,638,546,484
54.80,631,569,474
54.83,629,564,465
54.87,629,563,463
54.90,630,564,463
54.93,632,566,465
54.96,639,571,469
54.99,634,583,481
55.03,632,570,473
55.06,629,565,466
55.09,629,563,464
55.12,629,563,463
55.15,631,565,464
55.19,636,569,467
55.22,639,580,476
55.25,634,574,448
55.28,630,566,469
55.32,629,564,464
55.35,629,563,463
55.38,630,564,463
55.41,632,566,466
55.45,642,573,470
55.48,637,549,481
55.51,630,567,472
55.54,629,564,464
55.57,629,563,463
55.61,630,564,464
55.64,633,567,466
55.67,644,574,472
55.70,637,566,484
55.74,630,567,470
55.77,629,564,464
55.80,629,563,463
55.83,631,565,465
55.87,638,570,468
55.90,639,567,484
55.93,630,567,471
55.96,629,564,464
55.99,629,564,463
56.03,631,565,464
56.06,636,569,467
56.09,637,582,477
56.12,633,573,460
56.15,629,565,467
56.19,629,564,464
56.22,629,564,463
56.25,631,565,464
56.28,635,568,467
56.31,646,579,476
56.35,633,573,471
56.38,629,565,466
56.41,628,563,463
56.44,630,564,463
56.48,634,567,466
56.51,644,579,475
56.54,633,572,464
56.57,629,564,465
56.61,629,563,463
56.64,630,565,464
56.67,635,568,467
56.70,614,582,478
56.74,632,571,475
56.77,629,564,465
56.80,629,563,463
56.83,630,565,463
56.86,633,566,465
56.90,642,573,470
56.93,638,563,483
56.96,631,569,473
56.99,629,564,464
57.03,629,563,463
57.06,629,564,463
57.09,632,566,464
57.12,638,570,468
57.15,615,582,479
57.19,632,571,475
57.22,629,565,466
57.25,629,563,463
57.28,629,563,462
57.31,631,564,464
57.35,634,567,466
57.38,644,575,472
57.41,636,572,480
57.44,630,566,468
57.48,628,563,463
57.51,629,563,463
57.54,632,566,465
57.57,644,576,474
57.61,633,572,459
57.64,629,564,465
57.67,629,563,462
57.70,630,564,463
57.74,635,568,467
57.77,629,583,479
57.80,632,570,475
57.83,629,564,464
57.86,629,563,462
57.90,630,564,463
57.93,633,567,466
57.96,644,575,472
57.99,636,565,473
58.02,630,567,470
58.06,629,564,464
58.09,629,563,462
58.12,630,564,463
58.15,633,567,465
58.19,643,574,471
58.22,636,576,473
58.25,629,566,467
58.28,629,563,463
58.31,629,563,462
58.35,631,566,464
58.38,639,570,468
58.41,638,578,482
58.44,631,569,473
58.48,629,564,464
58.51,628,563,462
58.54,630,563,462
58.57,632,565,464
58.61,638,570,468
58.64,615,583,478
58.67,632,572,457
58.70,629,565,468
58.73,628,563,463
58.77,629,563,462
58.80,630,564,462
58.83,632,566,464
58.86,637,569,467
58.90,645,579,474
58.93,635,570,472
58.96,630,568,472
58.99,629,564,464
59.02,629,563,462
59.06,629,563,462
59.09,632,565,464
59.12,637,569,467
59.15,615,581,477
59.19,633,573,452
59.22,630,565,467
59.25,629,563,463
59.28,629,563,462
59.31,631,565,463
59.35,634,567,466
59.38,644,575,471
59.41,637,551,484
59.44,631,568,472
59.47,629,564,464
59.51,629,563,462
59.54,629,563,462
59.57,631,565,463
59.60,634,567,465
59.64,644,573,470
59.67,637,580,481
59.70,632,571,473
59.73,630,566,467
59.77,629,564,464
59.80,629,564,463
59.83,630,564,463
59.86,632,566,464
59.89,635,568,466
59.93,644,574,470
59.96,634,577,481
59.99,633,573,467
60.02,630,567,469
60.06,629,564,464
60.09,629,564,463
60.12,631,564,463
60.15,632,566,464
60.18,637,569,467
60.22,642,579,474
60.25,636,574,482
60.28,631,568,472
60.31,630,565,465
60.35,629,564,463
60.38,630,564,463
60.41,631,565,463
60.44,634,567,465
60.47,640,571,468
60.51,622,583,477
60.54,635,575,473
60.57,631,568,470
60.60,629,565,465
60.64,629,564,463
60.67,630,564,463
60.70,632,565,464
60.73,635,568,466
60.77,646,576,472
60.80,638,547,483
60.83,632,569,473
60.86,629,565,465
60.89,629,564,463
60.93,630,564,463
60.96,633,567,465
60.99,644,575,472
61.02,637,568,468
61.06,631,567,469
61.09,629,564,464
61.12,629,564,463
61.15,631,565,464
61.18,636,569,467
61.22,639,581,476
61.25,634,575,444
61.28,631,567,468
61.31,630,564,464
61.35,630,564,463
61.38,632,566,464
61.41,636,569,467
61.44,645,578,474
61.47,637,568,483
61.51,631,568,470
61.54,630,565,465
61.57,630,565,464
61.60,632,566,464
61.63,635,569,467
61.67,647,577,474
61.70,637,570,461
61.73,631,568,468
61.76,630,565,464
61.80,631,565,464
61.83,634,568,466
61.86,643,575,472
61.89,638,568,468
61.93,632,567,469
61.96,630,565,464
61.99,631,565,464
62.02,633,567,465
62.06,640,572,469
62.09,637,564,484
62.12,633,570,474
62.15,630,565,466
62.18,630,565,464
62.22,632,566,464
62.25,635,569,467
62.28,646,577,474
62.31,637,570,480
62.35,632,568,470
62.38,630,566,465
62.41,630,565,464
62.44,632,566,464
62.47,636,569,467
62.51,648,579,475
62.54,635,576,447
62.57,631,567,468
62.60,630,565,464
62.63,631,565,464
62.67,633,568,466
62.70,641,573,471
62.73,638,552,483
62.76,632,570,472
62.80,631,566,466
62.83,631,565,464
62.86,633,567,465
62.89,637,570,468
62.93,620,583,479
62.96,634,573,475
62.99,631,566,467
63.02,631,565,464
63.05,632,566,464
63.09,635,569,467
63.12,646,577,474
63.15,637,575,474
63.18,632,567,469
63.22,631,566,465
63.25,631,566,464
63.28,634,568,466
63.31,641,573,471
63.34,640,569,485
63.38,632,569,472
63.41,630,566,465
63.44,631,565,464
63.47,633,567,465
63.51,639,571,470
63.54,629,570,484
63.57,632,569,470
63.60,631,566,465
63.63,632,566,465
63.67,638,571,470
63.70,640,566,480
63.73,632,567,467
63.76,631,565,464
63.80,633,567,466
63.83,645,577,476
63.86,635,572,476
63.89,631,565,465
63.93,631,566,464
63.96,636,570,469
63.99,626,579,485
64.02,632,567,467
64.05,631,565,464
64.09,633,568,466
64.12,646,579,477
64.15,634,571,473
64.18,631,566,465
64.21,632,566,465
64.25,638,572,470
64.28,640,573,471
64.31,631,567,467
64.34,631,566,464
64.37,633,568,466
64.41,643,575,472
64.44,638,576,458
64.47,632,568,467
64.50,631,565,465
64.54,632,567,465
64.57,637,570,469
64.60,628,585,481
64.63,634,572,476
64.67,631,567,466
64.70,631,566,464
64.73,632,566,465
64.76,637,570,468
64.79,645,584,479
64.83,635,574,479
64.86,632,567,467
64.89,631,566,465
64.92,632,567,465
64.96,636,570,468
64.99,648,581,476
65.02,636,576,454
65.05,632,568,467
65.08,631,566,464
65.12,632,567,465
65.15,636,570,468
65.18,644,581,477
65.21,636,575,464
65.25,631,567,467
65.28,631,566,464
65.31,632,567,465
65.34,637,570,468
65.37,648,582,478
65.41,636,575,474
65.44,632,568,467
65.47,631,566,465
65.50,633,567,465
65.54,636,570,468
65.57,649,581,477
65.60,636,575,477
65.63,632,567,467
65.67,631,566,465
65.70,633,567,465
65.73,636,570,468
65.76,648,581,476
65.79,636,576,453
65.83,632,568,468
65.86,632,567,465
65.89,633,567,465
65.92,636,570,468
65.95,639,583,478
65.99,635,573,476
66.02,632,566,466
66.05,632,566,465
66.08,634,568,467
66.12,646,577,474
66.15,637,576,471
66.18,632,567,466
66.21,632,566,464
66.25,634,568,466
66.28,643,575,473
66.31,637,577,468
66.34,632,567,466
66.37,632,566,465
66.41,634,568,466
66.44,642,575,472
66.47,639,578,464
66.50,631,567,467
66.54,632,566,464
66.57,633,567,465
66.60,640,573,470
66.63,642,548,487
66.66,633,569,469
66.70,631,565,465
66.73,632,567,465
66.76,637,570,469
66.79,620,586,482
66.83,634,571,473
66.86,631,566,465
66.89,631,567,465
66.92,634,568,466
66.95,640,573,470
66.99,630,575,484
67.02,633,571,474
67.05,631,566,466
67.08,632,566,464
67.12,634,568,466
67.15,643,576,473
67.18,638,577,446
67.21,632,567,467
67.25,632,566,464
67.28,633,567,466
67.31,641,573,471
67.34,639,559,483
67.37,632,568,468
67.41,631,566,464
67.44,632,567,464
67.47,636,570,468
67.50,647,583,479
67.54,635,573,477
67.57,631,567,466
67.60,632,567,464
67.63,633,568,465
67.66,638,571,469
67.70,615,585,482
67.73,634,572,476
67.76,631,567,466
67.79,632,566,464
67.82,633,567,465
67.86,636,570,467
67.89,648,580,475
67.92,637,578,459
67.95,632,568,468
67.99,631,566,464
68.02,632,566,464
68.05,634,568,466
68.08,640,572,470
68.12,636,585,483
68.15,634,572,476
68.18,631,567,466
68.21,631,566,464
68.25,632,567,464
68.28,635,568,466
68.31,643,574,470
68.34,637,583,483
68.37,633,571,476
68.41,631,567,466
68.44,631,565,464
68.47,632,566,463
68.50,634,568,465
68.54,640,572,469
68.57,615,585,480
68.60,635,574,475
68.63,632,567,467
68.66,631,565,464
68.70,632,566,464
68.73,634,567,465
68.76,639,572,468
68.79,617,583,479
68.82,635,574,466
68.86,632,567,467
68.89,630,565,464
68.92,632,566,464
68.95,634,568,465
68.99,639,571,468
69.02,615,584,477
69.05,636,576,446
69.08,632,568,468
69.11,631,566,464
69.15,632,566,464
69.18,633,567,464
69.21,638,570,468
69.24,647,582,476
69.28,636,576,448
69.31,632,568,468
69.34,631,566,464
69.37,631,566,463
69.40,634,567,465
69.44,641,573,470
69.47,640,558,472
69.50,632,568,468
69.53,631,566,463
69.57,632,567,464
69.60,637,570,467
69.63,621,583,479
69.66,634,571,474
69.69,631,566,464
69.73,631,566,464
69.76,634,568,465
69.79,642,574,470
69.82,640,554,484
69.86,632,569,468
69.89,631,566,464
69.92,631,566,463
69.95,634,568,465
69.99,644,575,471
70.02,639,563,469
70.05,632,568,467
70.08,631,566,463
70.11,632,566,463
70.15,635,568,466
70.18,647,579,474
70.21,636,575,468
70.24,631,567,466
70.28,631,565,463
70.31,633,567,464
70.34,638,571,468
70.37,623,578,482
70.40,633,570,472
70.44,631,566,464
70.47,631,565,463
70.50,634,568,465
70.53,642,574,470
70.56,640,554,484
70.60,632,568,468
70.63,631,566,463
70.66,632,567,463
70.69,636,570,467
70.73,637,585,480
70.76,633,571,472
70.79,631,566,464
70.82,632,566,463
70.86,635,569,466
70.89,648,579,474
70.92,636,576,472
70.95,632,567,465
70.98,631,566,463
71.02,633,568,464
71.05,641,574,470
71.08,639,578,459
71.11,632,567,465
71.15,631,565,463
71.18,633,567,464
71.21,640,573,469
71.24,640,553,484
71.27,632,568,467
71.31,631,566,463
71.34,632,567,463
71.37,636,570,467
71.40,645,584,477
71.44,634,572,475
71.47,631,567,464
71.50,631,566,463
71.53,633,568,463
71.56,637,570,467
71.60,644,584,478
71.63,635,574,477
71.66,631,567,466
71.69,631,566,463
71.73,632,567,463
71.76,635,568,465
71.79,644,574,470
71.82,641,553,484
71.86,633,570,472
71.89,631,566,464
71.92,631,566,463
71.95,633,567,463
71.98,636,569,465
72.02,647,577,472
72.05,638,571,478
72.08,632,568,468
72.11,631,566,463
72.14,632,566,463
72.18,634,568,464
72.21,639,571,468
72.24,616,586,479
72.27,634,573,477
72.31,632,567,465
72.34,631,566,463
72.37,632,566,463
72.40,635,569,465
72.44,641,573,469
72.47,625,583,481
72.50,634,573,476
72.53,632,567,465
72.56,631,566,463
72.60,632,566,463
72.63,634,569,465
72.66,640,572,468
72.69,618,584,478
72.73,635,575,459
72.76,632,568,466
72.79,631,566,463
72.82,632,566,463
72.86,635,569,465
72.89,645,576,471
72.92,639,568,479
72.95,633,569,468
72.98,631,566,463
73.02,632,566,463
73.05,635,569,465
73.08,644,575,470
73.11,640,562,484
73.14,633,570,471
73.18,631,567,464
73.21,632,566,463
73.24,633,568,464
73.27,637,570,466
73.31,649,579,473
73.34,638,577,454
73.37,633,569,469
73.40,631,566,464
73.44,632,566,463
73.47,634,568,464
73.50,639,571,468
73.53,616,584,478
73.56,635,574,470
73.60,632,567,466
73.63,631,566,463
73.66,633,567,463
73.69,636,569,466
73.72,647,578,473
73.76,638,576,466
73.79,632,568,467
73.82,631,566,463
73.85,633,567,463
73.89,635,569,465
73.92,648,579,474
73.95,636,576,465
73.98,632,567,465
74.01,631,566,463
74.05,633,567,464
74.08,638,571,468
74.11,620,581,482
74.14,633,570,470
74.18,631,566,463
74.21,632,566,463
74.24,635,570,465
74.27,647,579,473
74.31,636,575,459
74.34,632,567,465
74.37,631,566,463
74.40,633,567,463
74.43,637,571,467
74.47,619,585,479
74.50,634,572,475
74.53,631,567,464
74.56,631,566,463
74.60,633,567,463
74.63,638,571,467
74.66,619,586,479
74.69,634,572,474
74.72,632,567,464
74.76,631,566,462
74.79,633,567,464
74.82,638,571,467
74.85,619,583,481
74.89,633,571,472
74.92,631,566,464
74.95,631,566,462
74.98,633,568,464
75.01,639,572,468
75.05,630,575,482
75.08,633,570,471
75.11,631,566,464
75.14,631,566,463
75.18,634,568,464
75.21,641,573,469
75.24,642,572,484
75.27,633,570,470
75.30,631,566,463
75.34,632,566,462
75.37,634,568,464
75.40,642,573,469
75.43,640,570,483
75.47,633,570,470
75.50,631,566,464
75.53,632,566,462
75.56,634,568,464
75.59,640,572,468
75.63,622,582,481
75.66,634,571,473
75.69,631,566,464
75.72,631,566,463
75.76,633,567,463
75.79,638,571,466
75.82,622,584,478
75.85,635,573,476
75.88,632,567,464
75.92,631,566,463
75.95,632,567,463
75.98,636,570,466
76.01,647,578,472
76.05,638,572,478
76.08,632,568,468
76.11,631,566,463
76.14,631,566,462
76.18,633,567,463
76.21,636,570,465
76.24,646,576,470
76.27,640,575,482
76.30,634,572,476
76.34,632,567,466
76.37,631,566,463
76.40,632,566,462
76.43,633,567,463
76.47,636,569,465
76.50,643,574,469
76.53,623,584,479
76.56,635,574,476
76.59,632,568,466
76.63,631,566,462
76.66,632,566,462
76.69,635,569,465
76.72,643,574,469
76.75,641,549,484
76.79,633,570,471
76.82,631,567,464
76.85,632,566,462
76.88,633,567,463
76.92,637,570,466
76.95,647,578,472
76.98,639,562,484
77.01,633,569,470
77.05,631,567,464
77.08,631,566,462
77.11,633,566,462
77.14,635,569,464
77.18,642,573,468
77.21,625,586,479
77.24,635,574,471
77.27,632,567,466
77.30,631,566,462
77.34,632,566,462
77.37,634,567,463
77.40,637,571,466
77.43,649,579,472
77.46,639,568,474
77.50,633,569,470
77.53,631,566,464
77.56,631,566,462
77.59,633,567,463
77.63,636,569,465
77.66,645,575,469
77.69,641,551,484
77.72,633,571,472
77.75,631,567,464
77.79,631,566,462
77.82,633,567,462
77.85,635,569,465
77.88,645,575,469
77.92,641,556,484
77.95,633,570,471
77.98,631,566,463
78.01,632,566,462
78.05,633,567,463
78.08,637,571,466
78.11,649,580,473
78.14,637,576,451
78.18,632,568,467
78.21,631,566,463
78.24,631,566,462
78.27,633,567,462
78.30,636,570,465
78.34,646,576,470
78.37,640,554,481
78.40,634,572,475
78.43,632,567,465
78.46,631,566,462
78.50,632,566,462
78.53,633,567,463
78.56,636,570,465
78.59,645,575,469
78.63,641,566,481
78.66,635,574,467
78.69,632,568,466
78.72,631,566,463
78.75,632,566,462
78.79,633,567,462
78.82,636,569,464
78.85,643,573,468
78.88,632,585,478
78.92,636,575,453
78.95,632,568,468
78.98,631,566,463
79.01,631,566,462
79.04,632,566,461
79.08,634,568,463
79.11,637,571,465
79.14,647,576,469
79.17,637,585,480
79.21,635,575,458
79.24,632,568,468
79.27,631,566,463
79.30,631,566,462
79.33,632,566,461
79.37,633,567,462
79.40,636,570,464
79.43,645,574,469
79.46,627,583,478
79.50,635,575,456
79.53,632,568,468
79.56,631,566,463
79.59,631,566,462
79.63,632,566,461
79.66,634,567,462
79.69,637,570,465
79.72,646,576,469
79.75,640,570,480
79.79,635,574,453
79.82,632,568,467
79.85,631,566,463
79.88,631,566,461
79.92,632,566,461
79.95,634,567,462
79.98,637,569,464
80.01,645,575,468
80.04,638,585,478
80.08,635,576,463
80.11,632,569,469
80.14,631,566,464
80.17,631,566,462
80.20,631,566,461
80.24,633,566,461
80.27,635,568,463
80.30,641,572,467
80.33,617,585,476
80.37,635,576,445
80.40,632,568,467
80.43,631,566,463
80.46,631,566,461
80.50,632,566,462
80.53,634,568,463
80.56,640,572,467
80.59,623,584,476
80.62,635,575,462
80.66,632,568,466
80.69,631,566,462
80.72,631,566,461
80.75,633,567,462
80.79,636,570,465
80.82,647,577,470
80.85,639,560,483
80.88,633,570,471
80.91,631,567,463
80.95,631,566,462
80.98,632,566,461
81.01,634,568,462
81.04,637,570,465
81.08,647,578,470
81.11,640,549,483
81.14,633,571,474
81.17,632,567,464
81.20,631,566,462
81.24,631,566,461
81.27,633,567,462
81.30,635,569,463
81.33,642,573,467
81.37,618,584,475
81.40,637,573,471
81.43,632,570,470
81.46,631,567,464
81.50,631,566,462
81.53,631,566,461
81.56,632,566,461
81.59,634,567,462
81.62,637,570,464
81.66,645,574,468
81.69,620,584,476
81.72,636,577,464
81.75,633,570,472
81.79,631,567,465
81.82,631,566,462
81.85,631,565,461
81.88,632,566,461
81.91,633,566,461
81.95,634,568,462
81.98,638,570,465
82.01,646,576,468
82.04,629,583,476
82.07,637,578,480
82.11,633,571,474
82.14,632,567,466
82.17,631,566,463
82.20,631,566,461
82.24,632,566,461
82.27,633,567,462
82.30,635,568,463
82.33,638,570,465
82.37,646,574,468
82.40,629,585,474
82.43,637,567,483
82.46,633,571,474
82.50,632,568,466
82.53,631,566,462
82.56,631,565,461
82.59,632,566,461
82.62,633,566,461
82.66,635,568,463
82.69,639,572,465
82.72,648,578,470
82.75,640,577,480
82.79,634,574,460
82.82,632,568,468
82.85,631,566,463
82.88,631,565,461
82.91,631,565,461
82.95,632,566,461
82.98,633,567,461
83.01,636,569,463
83.04,642,573,466
83.07,647,581,471
83.11,639,549,480
83.14,634,573,471
83.17,632,568,468
83.20,631,566,463
83.24,631,566,462
83.27,631,566,461
83.30,633,567,461
83.33,634,568,463
83.36,638,571,465
83.40,647,577,469
83.43,641,564,480
83.46,635,574,450
83.49,632,568,467
83.53,631,566,463
83.56,631,566,461
83.59,632,566,461
83.62,633,567,462
83.65,636,569,464
83.69,644,574,468
83.72,632,585,476
83.75,636,576,473
83.78,632,569,470
83.82,631,567,464
83.85,631,566,462
83.88,632,566,461
83.91,633,566,462
83.94,635,568,463
83.98,639,572,465
84.01,648,578,470
84.04,640,577,481
84.07,634,573,469
84.11,632,568,466
84.14,631,566,462
84.17,631,566,461
84.20,632,566,461
84.24,634,568,463
84.27,638,571,465
84.30,649,579,471
84.33,640,550,481
84.36,634,572,474
84.40,632,567,465
84.43,631,566,462
84.46,632,566,461
84.49,633,567,462
84.53,635,569,464
84.56,642,573,467
84.59,615,584,475
84.62,636,578,469
84.65,633,569,469
84.69,631,567,464
84.72,631,566,462
84.75,632,566,461
84.78,634,567,462
84.82,637,570,464
84.85,645,575,469
84.88,641,584,480
84.91,635,574,459
84.94,632,568,466
84.98,631,566,462
85.01,631,566,462
85.04,633,567,462
85.07,635,569,463
85.11,641,572,467
85.14,633,584,474
85.17,637,573,470
85.20,633,570,470
85.23,631,567,464
85.27,631,566,462
85.30,632,566,461
85.33,633,567,462
85.36,636,569,464
85.40,643,574,467
85.43,618,585,477
85.46,636,576,454
85.49,632,569,467
85.52,631,566,463
85.56,631,566,461
85.59,632,566,461
85.62,634,568,463
85.65,639,572,466
85.69,635,583,474
85.72,637,578,468
85.75,632,569,468
85.78,631,567,463
85.82,631,566,461
85.85,632,566,462
85.88,635,569,463
85.91,641,573,467
85.94,621,585,476
85.98,636,577,453
86.01,633,569,468
86.04,631,567,463
86.07,631,566,462
86.11,633,567,462
86.14,635,569,464
86.17,641,573,467
86.20,635,584,475
86.23,637,577,458
86.27,633,570,470
86.30,632,568,464
86.33,632,567,462
86.36,633,568,463
86.39,635,570,464
86.43,642,574,469
86.46,628,580,482
86.49,634,572,472
86.52,632,567,464
86.56,632,567,463
86.59,636,570,465
86.62,646,579,473
86.65,638,578,451
86.69,633,568,465
86.72,632,567,463
86.75,634,569,464
86.78,641,573,469
86.81,643,571,485
86.85,634,570,468
86.88,632,567,463
86.91,633,567,463
86.94,636,571,466
86.98,649,581,474
87.01,637,575,477
87.04,632,568,464
87.07,632,567,462
87.11,634,568,463
87.14,640,573,468
87.17,641,555,475
87.20,633,569,466
87.23,632,567,462
87.27,634,568,463
87.30,642,575,470
87.33,638,577,455
87.36,632,568,463
87.39,632,567,462
87.43,635,570,465
87.46,645,583,476
87.49,635,572,472
87.52,631,567,462
87.56,632,567,462
87.59,635,570,465
87.62,649,581,474
87.65,635,573,475
87.69,631,567,463
87.72,631,566,461
87.75,634,568,462
87.78,640,573,468
87.81,638,552,480
87.85,633,569,468
87.88,631,566,462
87.91,631,566,461
87.94,634,568,463
87.97,640,572,466
88.01,630,577,480
88.04,634,571,472
88.07,631,567,463
88.10,631,566,461
88.14,633,567,462
88.17,637,570,464
88.20,647,579,471
88.23,637,577,456
88.26,632,568,465
88.30,631,566,461
88.33,632,567,461
88.36,636,569,464
88.39,648,582,474
88.43,635,574,475
88.46,631,567,463
88.49,631,566,461
88.52,633,567,461
88.56,636,569,464
88.59,647,578,470
88.62,638,572,467
88.65,632,569,468
88.68,631,566,462
88.72,631,566,461
88.75,632,567,461
88.78,635,569,463
88.81,643,573,467
88.85,634,578,478
88.88,634,574,463
88.91,631,567,464
88.94,631,566,461
88.97,632,566,461
89.01,634,568,463
89.04,645,577,470
89.07,637,576,442
89.10,632,567,464
89.14,631,566,461
89.17,633,567,461
89.20,637,571,465
89.23,634,585,476
89.26,634,572,473
89.30,631,567,463
89.33,631,566,461
89.36,633,567,461
89.39,636,570,464
89.43,649,580,471
89.46,636,577,447
89.49,632,569,466
89.52,631,566,461
89.55,631,566,460
89.59,633,567,461
89.62,636,570,464
89.65,647,577,469
89.68,640,555,482
