Time,A0,A1,A2
44.65,371,607,455
44.68,360,613,445
44.71,357,609,437
44.74,357,608,435
44.77,359,609,434
44.81,363,611,437
44.84,377,616,441
44.87,373,595,455
44.90,360,613,446
44.94,357,609,437
44.97,357,608,434
45.00,359,609,435
45.03,364,611,437
45.06,379,617,443
45.10,369,593,458
45.13,359,611,443
45.16,357,608,436
45.19,357,608,434
45.22,360,609,435
45.26,367,611,438
45.29,380,621,446
45.32,364,618,416
45.36,358,610,439
45.39,357,608,435
45.42,358,608,435
45.45,362,610,436
45.48,372,614,441
45.52,340,628,452
45.55,363,617,451
45.58,359,611,439
45.61,359,611,436
45.64,360,611,437
45.68,366,614,439
45.71,382,621,446
45.74,368,622,425
45.77,360,613,440
45.81,359,612,437
45.84,362,612,437
45.87,370,615,441
45.90,349,631,453
45.93,363,617,448
45.97,359,613,439
46.00,359,612,437
46.03,363,613,438
46.06,374,617,442
46.10,364,631,456
46.13,362,616,446
46.16,359,612,438
46.19,359,612,437
46.22,363,613,437
46.26,371,616,441
46.29,356,629,452
46.32,364,619,451
46.35,359,613,439
46.39,359,613,437
46.42,362,613,437
46.45,368,616,440
46.48,383,624,447
46.52,367,623,418
46.55,360,615,440
46.58,360,613,437
46.61,362,614,437
46.64,370,617,441
46.68,345,630,452
46.71,364,620,450
46.74,360,614,439
46.77,360,613,437
46.80,363,614,437
46.84,372,617,442
46.87,341,633,455
46.90,363,618,447
46.93,360,614,438
46.97,360,614,437
47.00,364,615,439
47.03,377,618,444
47.06,375,595,456
47.10,362,615,443
47.13,360,613,438
47.16,361,613,437
47.19,366,616,440
47.22,384,623,447
47.26,368,624,424
47.29,361,615,440
47.32,360,614,437
47.35,362,614,438
47.38,368,617,441
47.42,377,626,449
47.45,367,623,424
47.48,360,615,440
47.51,360,613,437
47.55,363,614,438
47.58,370,617,441
47.61,358,631,454
47.64,364,619,448
47.68,360,614,438
47.71,361,613,437
47.74,365,615,439
47.77,378,620,444
47.80,375,599,455
47.84,362,616,444
47.87,360,613,438
47.90,361,614,437
47.93,366,615,439
47.97,381,621,445
48.00,373,610,459
48.03,362,616,443
48.06,360,614,438
48.10,361,613,437
48.13,366,615,439
48.16,380,620,445
48.19,374,596,461
48.22,362,616,443
48.26,360,613,438
48.29,361,614,437
48.32,367,616,440
48.35,384,622,447
48.38,369,622,418
48.42,361,615,440
48.45,360,613,437
48.48,363,613,438
48.51,371,617,441
48.55,372,630,453
48.58,365,619,450
48.61,360,614,439
48.64,360,613,437
48.68,364,615,438
48.71,373,618,442
48.74,352,630,455
48.77,364,618,448
48.80,360,615,438
48.84,361,614,437
48.87,364,614,438
48.90,374,618,442
48.93,360,633,455
48.97,364,619,449
49.00,360,614,439
49.03,361,613,437
49.06,364,613,438
49.09,370,615,441
49.13,381,627,449
49.16,367,623,431
49.19,361,612,441
49.22,360,611,437
49.26,362,612,437
49.29,367,614,439
49.32,382,620,445
49.35,373,601,455
49.38,362,617,445
49.42,360,613,438
49.45,361,613,437
49.48,364,614,438
49.51,371,616,441
49.55,379,625,448
49.58,368,623,429
49.61,361,615,442
49.64,360,612,437
49.68,361,613,436
49.71,365,614,438
49.74,375,618,442
49.77,363,631,453
49.80,364,619,449
49.84,360,613,439
49.87,360,613,436
49.90,362,613,437
49.93,369,616,440
49.97,380,626,450
50.00,365,620,451
50.03,360,613,439
50.06,361,613,437
50.09,364,614,437
50.13,371,617,441
50.16,366,631,453
50.19,365,619,451
50.22,361,613,439
50.25,361,613,437
50.29,364,614,438
50.32,372,616,441
50.35,350,630,452
50.38,366,619,448
50.42,361,613,439
50.45,361,612,437
50.48,363,612,437
50.51,370,614,440
50.54,372,624,449
50.58,368,621,420
50.61,361,613,440
50.64,360,612,437
50.67,363,613,437
50.71,368,615,440
50.74,384,621,445
50.77,372,602,453
50.80,362,615,443
50.84,360,613,438
50.87,362,612,437
50.90,366,614,438
50.93,376,617,442
50.96,348,631,455
51.00,364,618,450
51.03,361,613,439
51.06,361,612,437
51.09,363,612,437
51.13,367,615,439
51.16,382,620,444
51.19,376,595,459
51.22,364,617,448
51.25,361,613,439
51.29,360,612,437
51.32,362,612,437
51.35,367,614,439
51.38,379,616,443
51.42,375,631,455
51.45,364,618,449
51.48,361,613,440
51.51,361,613,437
51.54,362,613,437
51.58,367,613,439
51.61,380,618,444
51.64,377,623,458
51.67,363,616,446
51.71,361,613,438
51.74,361,613,437
51.77,364,613,438
51.80,371,616,441
51.83,384,626,449
51.87,368,622,434
51.90,362,613,441
51.93,360,612,437
51.96,362,613,437
52.00,366,614,439
52.03,380,619,444
52.06,378,599,458
52.09,364,617,448
52.12,361,614,438
52.16,361,611,437
52.19,364,612,438
52.22,372,614,442
52.25,344,628,453
52.29,365,616,449
52.32,361,611,439
52.35,361,611,437
52.38,364,612,438
52.42,372,615,441
52.45,371,627,451
52.48,366,620,445
52.51,362,613,440
52.54,361,612,437
52.58,363,612,437
52.61,367,614,439
52.64,381,618,444
52.67,375,615,458
52.71,364,617,447
52.74,361,613,439
52.77,361,611,437
52.80,364,610,438
52.83,371,613,441
52.87,379,624,450
52.90,368,619,429
52.93,362,611,440
52.96,361,609,437
53.00,363,609,437
53.03,369,612,440
53.06,376,622,449
53.09,368,618,433
53.12,361,610,440
53.16,361,609,437
53.19,365,610,438
53.22,373,614,442
53.25,344,630,456
53.29,364,615,446
53.32,361,611,438
53.35,362,610,437
53.38,366,612,438
53.41,378,616,443
53.45,373,614,457
53.48,363,617,445
53.51,361,612,438
53.54,361,612,437
53.58,364,614,437
53.61,372,615,441
53.64,369,628,450
53.67,367,621,426
53.70,362,615,440
53.74,360,613,437
53.77,362,612,437
53.80,366,614,438
53.83,378,617,443
53.87,378,623,457
53.90,363,616,445
53.93,360,612,438
53.96,360,610,436
53.99,363,612,437
54.03,370,614,439
54.06,384,623,446
54.09,369,612,444
54.12,361,613,442
54.16,360,612,437
54.19,361,611,436
54.22,363,610,437
54.25,370,612,440
54.29,385,620,446
54.32,370,614,445
54.35,362,612,444
54.38,360,609,438
54.41,361,609,436
54.45,362,610,437
54.48,367,612,438
54.51,379,616,443
54.54,361,628,453
54.58,366,619,421
54.61,362,613,442
54.64,360,611,437
54.67,361,611,436
54.70,364,612,437
54.74,368,614,439
54.77,382,619,444
54.80,377,625,457
54.83,364,616,449
54.87,361,613,439
54.90,361,611,437
54.93,362,612,437
54.96,366,613,438
54.99,377,616,442
55.03,344,631,453
55.06,366,619,451
55.09,362,613,440
55.12,361,613,437
55.15,363,612,436
55.19,367,614,438
55.22,380,619,443
55.25,369,624,456
55.28,364,617,448
55.32,361,612,438
55.35,361,612,437
55.38,365,613,438
55.41,375,617,442
55.45,362,627,455
55.48,364,616,448
55.51,361,612,438
55.54,362,611,436
55.57,364,612,437
55.61,370,615,440
55.64,384,622,446
55.67,372,601,460
55.70,363,616,445
55.74,361,613,438
55.77,361,611,436
55.80,363,612,437
55.83,368,615,439
55.87,383,619,444
55.90,376,628,457
55.93,364,617,449
55.96,361,614,439
55.99,361,612,437
56.03,362,612,436
56.06,366,613,437
56.09,373,616,441
56.12,380,626,449
56.15,368,622,416
56.19,362,615,443
56.22,361,613,438
56.25,361,611,436
56.28,364,612,437
56.31,371,615,440
56.35,384,623,447
56.38,370,621,454
56.41,362,615,444
56.44,360,613,438
56.48,361,612,437
56.51,364,613,437
56.54,369,615,440
56.57,384,618,444
56.61,375,609,459
56.64,364,615,448
56.67,360,611,439
56.70,360,611,436
56.74,362,610,436
56.77,365,612,438
56.80,374,615,441
56.83,377,625,448
56.86,369,619,436
56.90,362,615,443
56.93,361,613,438
56.96,361,612,437
56.99,364,612,437
57.03,368,614,439
57.06,382,619,443
57.09,374,618,456
57.12,364,617,448
57.15,361,612,439
57.19,361,611,436
57.22,362,612,436
57.25,366,614,438
57.28,378,617,442
57.31,368,626,454
57.35,365,617,448
57.38,361,611,440
57.41,361,610,437
57.44,362,611,436
57.48,366,612,438
57.51,377,615,442
57.54,360,628,452
57.57,365,617,440
57.61,361,612,440
57.64,360,611,437
57.67,362,612,436
57.70,366,614,438
57.74,373,616,440
57.77,381,625,447
57.80,369,613,449
57.83,362,613,444
57.86,361,610,438
57.90,361,610,436
57.93,363,611,437
57.96,366,612,438
57.99,375,615,441
58.02,382,624,448
58.06,370,617,447
58.09,363,615,446
58.12,361,612,438
58.15,360,611,436
58.19,362,611,436
58.22,366,613,437
58.25,371,615,440
58.28,385,622,445
58.31,375,595,458
58.35,365,618,450
58.38,362,612,440
58.41,361,610,437
58.44,362,610,437
58.48,365,611,438
58.51,372,614,440
58.54,380,621,446
58.57,371,602,460
58.61,363,612,445
58.64,361,608,438
58.67,361,608,437
58.70,364,608,437
58.73,369,611,439
58.77,385,617,445
58.80,372,593,456
58.83,363,611,444
58.86,361,608,438
58.90,362,608,436
58.93,365,609,438
58.96,374,612,442
58.99,342,627,454
59.02,365,614,449
59.06,361,609,438
59.09,361,608,436
59.12,364,609,437
59.15,370,611,440
59.19,383,621,448
59.22,369,618,426
59.25,362,610,441
59.28,361,608,437
59.31,362,608,437
59.35,366,609,438
59.38,376,613,442
59.41,359,627,453
59.44,366,615,443
59.47,362,609,440
59.51,361,608,437
59.54,363,608,437
59.57,367,610,439
59.60,382,615,444
59.64,377,620,458
59.67,364,612,446
59.70,361,609,438
59.73,361,608,437
59.77,364,609,437
59.80,370,612,440
59.83,387,620,447
59.86,370,618,432
59.89,363,612,443
59.93,361,609,438
59.96,361,609,437
59.99,365,610,438
60.02,372,613,440
60.06,380,622,447
60.09,369,620,449
60.12,362,612,443
60.15,361,610,438
60.18,362,610,436
60.22,364,611,437
60.25,371,613,440
60.28,372,623,448
60.31,369,620,442
60.35,362,613,442
60.38,361,611,437
60.41,362,611,436
60.44,365,612,438
60.47,373,615,441
60.51,374,626,449
60.54,368,621,420
60.57,362,614,441
60.60,361,612,437
60.64,362,612,437
60.67,365,614,437
60.70,372,617,440
60.73,386,625,447
60.77,370,622,435
60.80,362,616,444
60.83,361,611,438
60.86,361,611,437
60.89,363,613,436
60.93,369,615,439
60.96,384,622,445
60.99,371,616,457
61.02,363,614,444
61.06,360,613,437
61.09,360,612,436
61.12,363,613,436
61.15,369,613,439
61.18,383,619,444
61.22,373,594,459
61.25,363,616,445
61.28,361,613,438
61.31,361,611,436
61.35,363,612,436
61.38,367,613,438
61.41,380,617,442
61.44,370,631,455
61.47,364,618,451
61.51,361,613,440
61.54,361,613,437
61.57,362,613,436
61.60,365,613,437
61.63,373,615,441
61.67,384,626,448
61.70,369,623,416
61.73,362,614,443
61.76,361,611,438
61.80,361,612,437
61.83,364,613,437
61.86,371,615,440
61.89,383,625,447
61.93,370,621,447
61.96,362,614,443
61.99,361,611,438
62.02,362,611,437
62.06,365,612,437
62.09,373,615,441
62.12,361,626,449
62.15,368,621,421
62.18,362,614,441
62.22,361,613,437
62.25,362,613,437
62.28,367,614,439
62.31,382,619,444
62.35,373,595,456
62.38,363,616,443
62.41,360,609,438
62.44,362,608,437
62.47,365,610,438
62.51,376,614,442
62.54,349,627,455
62.57,364,615,448
62.60,361,611,439
62.63,361,610,437
62.67,364,611,437
62.70,371,614,440
62.73,377,626,449
62.76,367,622,420
62.80,362,614,440
62.83,361,613,437
62.86,362,613,436
62.89,367,614,438
62.93,381,619,444
62.96,375,606,460
62.99,363,615,444
63.02,361,613,438
63.05,361,613,436
63.09,364,614,437
63.12,373,615,441
63.15,362,627,451
63.18,366,619,449
63.22,362,614,440
63.25,361,611,437
63.28,363,612,437
63.31,369,614,440
63.34,387,622,447
63.38,369,622,424
63.41,362,614,440
63.44,361,612,437
63.47,363,613,437
63.51,370,615,440
63.54,381,626,449
63.57,367,620,436
63.60,361,613,440
63.63,361,611,437
63.67,364,613,437
63.70,370,616,440
63.73,376,625,448
63.76,368,621,425
63.80,362,613,440
63.83,361,611,437
63.86,363,612,437
63.89,369,615,440
63.93,386,623,447
63.96,369,622,416
63.99,362,614,440
64.02,360,612,437
64.05,362,613,436
64.09,366,615,439
64.12,382,620,444
64.15,374,599,454
64.18,363,615,444
64.21,360,612,437
64.25,361,612,436
64.28,364,613,437
64.31,372,616,440
64.34,348,629,451
64.37,366,620,442
64.41,361,613,439
64.44,360,612,437
64.47,363,613,437
64.50,368,611,439
64.54,383,617,444
64.57,372,594,459
64.60,362,612,444
64.63,361,609,438
64.67,361,609,436
64.70,364,609,437
64.73,371,612,440
64.76,382,622,448
64.79,368,618,416
64.83,362,611,441
64.86,361,609,437
64.89,362,609,436
64.92,365,611,437
64.96,375,614,441
64.99,338,629,453
65.02,364,617,450
65.05,361,613,439
65.08,361,613,436
65.12,363,613,437
65.15,369,615,439
65.18,383,624,447
65.21,368,623,423
65.25,362,615,440
65.28,360,613,437
65.31,362,613,436
65.34,367,614,438
65.37,380,619,443
65.41,374,605,459
65.44,363,615,444
65.47,360,612,438
65.50,361,609,436
65.54,364,610,437
65.57,371,613,440
65.60,384,623,447
65.63,368,620,422
65.67,362,614,441
65.70,361,612,437
65.73,361,613,436
65.76,364,614,437
65.79,372,616,440
65.83,382,626,448
65.86,368,623,420
65.89,362,613,441
65.92,360,612,437
65.95,361,612,436
65.99,364,614,437
66.02,372,616,440
66.05,370,627,448
66.08,368,623,424
66.12,362,614,441
66.15,360,613,437
66.18,361,613,436
66.21,364,612,437
66.25,372,616,440
66.28,360,626,449
66.31,368,621,428
66.34,362,613,441
66.37,361,611,437
66.41,361,612,436
66.44,364,613,437
66.47,372,616,440
66.50,378,626,448
66.54,368,619,437
66.57,362,614,443
66.60,360,613,438
66.63,361,610,436
66.66,363,610,437
66.70,368,612,439
66.73,382,617,443
66.76,375,613,456
66.79,364,615,448
66.83,361,611,439
66.86,361,610,437
66.89,362,610,436
66.92,366,612,438
66.95,377,616,441
66.99,352,628,452
67.02,366,619,433
67.05,361,613,440
67.08,360,611,437
67.12,361,612,436
67.15,365,613,437
67.18,373,616,440
67.21,358,626,449
67.25,368,622,429
67.28,362,613,441
67.31,361,612,437
67.34,361,611,436
67.37,364,611,437
67.41,372,615,440
67.44,374,625,449
67.47,367,620,421
67.50,362,613,441
67.54,360,613,437
67.57,361,610,436
67.60,365,610,437
67.63,373,612,441
67.66,379,623,449
67.70,368,617,432
67.73,362,610,441
67.76,361,608,437
67.79,362,608,437
67.82,366,610,438
67.86,376,613,441
67.89,350,626,453
67.92,365,616,446
67.95,361,611,440
67.99,361,609,437
68.02,362,610,436
68.05,366,612,438
68.08,377,616,442
68.12,371,631,454
68.15,365,618,446
68.18,362,613,440
68.21,361,612,437
68.25,363,612,437
68.28,367,614,439
68.31,380,618,444
68.34,375,631,458
68.37,364,617,448
68.41,361,613,439
68.44,361,612,437
68.47,364,613,438
68.50,371,616,441
68.54,387,626,449
68.57,369,623,423
68.60,362,614,442
68.63,361,612,438
68.66,362,612,437
68.70,367,614,439
68.73,380,619,444
68.76,377,597,460
68.79,364,616,445
68.82,361,613,438
68.86,362,611,437
68.89,365,613,438
68.92,376,617,443
68.95,367,632,456
68.99,365,617,450
69.02,361,611,439
69.05,361,611,437
69.08,364,612,438
69.11,372,615,441
69.15,376,627,451
69.18,367,620,451
69.21,362,613,439
69.24,361,612,437
69.28,364,613,438
69.31,371,616,441
69.34,386,626,449
69.37,368,622,443
69.40,362,613,440
69.44,361,612,437
69.47,363,613,437
69.50,369,615,440
69.53,386,622,446
69.57,371,622,450
69.60,363,615,442
69.63,361,613,438
69.66,362,612,437
69.69,367,614,439
69.73,379,618,443
69.76,379,627,459
69.79,364,617,447
69.82,361,612,438
69.86,362,612,437
69.89,365,612,437
69.92,372,614,441
69.95,380,625,450
69.99,368,620,436
70.02,362,613,440
70.05,361,611,437
70.08,363,612,437
70.11,368,614,439
70.15,382,619,444
70.18,377,603,458
70.21,364,616,446
70.24,361,612,438
70.28,362,612,437
70.31,365,613,438
70.34,373,617,441
70.37,352,630,452
70.40,366,621,447
70.44,362,613,440
70.47,361,612,437
70.50,364,612,437
70.53,371,615,441
70.56,348,627,452
70.60,366,617,450
70.63,362,612,439
70.66,362,611,437
70.69,366,612,438
70.73,378,617,443
70.76,377,609,459
70.79,363,613,443
70.82,361,611,437
70.86,363,611,437
70.89,370,614,440
70.92,384,627,451
70.95,366,617,450
70.98,362,611,439
71.02,362,611,437
71.05,366,613,439
71.08,380,619,445
71.11,373,618,452
71.15,363,613,441
71.18,361,612,437
71.21,364,613,438
71.24,373,616,442
71.27,373,630,458
71.31,364,615,444
71.34,361,612,438
71.37,363,612,437
71.40,368,614,440
71.44,387,623,448
71.47,369,621,441
71.50,362,613,440
71.53,361,612,437
71.56,365,613,438
71.60,375,617,443
71.63,371,611,458
71.66,364,615,443
71.69,361,613,437
71.73,363,613,437
71.76,370,615,441
71.79,367,628,453
71.82,365,615,447
71.86,362,610,438
71.89,362,610,437
71.92,369,613,441
71.95,372,625,452
71.98,366,617,449
72.02,362,611,438
72.05,362,611,437
72.08,367,614,440
72.11,386,622,447
72.14,369,621,442
72.18,362,613,439
72.21,361,612,437
72.24,366,613,438
72.27,379,618,444
72.31,374,612,433
72.34,362,613,441
72.37,361,611,437
72.40,364,612,438
72.44,374,614,442
72.47,375,608,459
72.50,364,614,443
72.53,361,611,437
72.56,363,612,437
72.60,371,614,441
72.63,344,629,454
72.66,365,617,446
72.69,361,612,438
72.73,362,612,437
72.76,368,615,440
72.79,387,624,449
72.82,367,619,451
72.86,361,612,438
72.89,362,612,437
72.92,367,614,440
72.95,388,625,449
72.98,367,619,450
73.02,361,611,438
73.05,362,611,437
73.08,367,614,440
73.11,386,624,449
73.14,367,619,450
73.18,361,612,438
73.21,362,612,437
73.24,367,614,439
73.27,384,622,447
73.31,368,621,441
73.34,361,613,438
73.37,362,612,436
73.40,366,613,439
73.44,386,622,448
73.47,368,618,452
73.50,362,612,438
73.53,362,612,437
73.56,367,614,439
73.60,387,623,449
73.63,368,619,451
73.66,361,610,438
73.69,362,610,437
73.72,367,613,440
73.76,384,624,450
73.79,366,617,449
73.82,361,611,438
73.85,362,611,437
73.89,367,614,440
73.92,382,624,449
73.95,367,621,445
73.98,361,613,438
74.01,361,612,437
74.05,365,613,438
74.08,379,618,444
74.11,373,601,450
74.14,362,614,441
74.18,361,612,436
74.21,363,613,437
74.24,370,615,441
74.27,381,629,452
74.31,366,619,450
74.34,361,613,438
74.37,361,613,436
74.40,364,615,437
74.43,375,619,442
74.47,368,621,457
74.50,364,616,445
74.53,361,612,437
74.56,361,612,437
74.60,366,615,438
74.63,380,622,444
74.66,374,600,460
74.69,362,616,443
74.72,360,627,437
74.76,361,625,436
74.79,366,624,438
74.82,378,625,443
74.85,374,636,457
74.89,363,625,446
74.92,360,619,438
74.95,361,620,436
74.98,364,619,437
75.01,373,612,441
75.05,366,632,452
75.08,366,615,452
75.11,362,608,440
75.14,361,607,436
75.18,363,612,437
75.21,368,609,439
75.24,384,615,445
75.27,373,605,459
75.30,363,610,444
75.34,361,607,438
75.37,362,605,436
75.40,365,606,438
75.43,374,609,441
75.47,340,622,452
75.50,366,612,446
75.53,361,606,439
75.56,361,604,436
75.59,364,605,437
75.63,370,608,440
75.66,384,617,448
75.69,366,613,444
75.72,361,605,439
75.76,361,604,436
75.79,364,605,437
75.82,372,608,441
75.85,365,623,453
75.88,365,610,448
75.92,361,605,438
75.95,362,604,436
75.98,366,606,438
76.01,378,610,443
76.05,377,589,459
76.08,363,607,444
76.11,361,604,437
76.14,362,604,436
76.18,367,606,438
76.21,380,611,443
76.24,377,607,459
76.27,364,608,445
76.30,361,605,438
76.34,361,604,436
76.37,364,605,437
76.40,371,608,440
76.43,385,617,448
76.47,369,613,422
76.50,362,606,441
76.53,361,605,437
76.56,362,605,436
76.59,366,606,437
76.63,375,609,441
76.66,363,622,451
76.69,366,613,443
76.72,361,606,441
76.75,361,605,437
76.79,362,604,436
76.82,365,606,437
76.85,373,608,440
76.88,375,619,448
76.92,368,615,432
76.95,362,607,441
76.98,361,605,437
77.01,362,605,436
77.05,367,607,438
77.08,380,611,443
77.11,376,604,459
77.14,363,608,444
77.18,361,605,437
77.21,361,605,436
77.24,365,606,438
77.27,377,610,442
77.30,371,622,458
77.34,363,608,444
77.37,360,605,437
77.40,362,605,436
77.43,367,607,439
77.46,384,613,446
77.50,370,615,417
77.53,362,607,440
77.56,361,605,436
77.59,363,605,437
77.63,369,608,440
77.66,384,617,447
77.69,368,615,417
77.72,361,606,440
77.75,361,605,436
77.79,362,605,436
77.82,366,606,438
77.85,380,612,443
77.88,373,587,459
77.92,362,608,443
77.95,360,605,437
77.98,360,605,436
78.01,364,605,436
78.05,370,608,440
78.08,385,617,446
78.11,370,605,447
78.14,362,608,443
78.18,360,605,437
78.21,360,605,436
78.24,363,605,436
78.27,368,607,439
78.30,382,612,443
78.34,372,618,455
78.37,364,611,451
78.40,361,606,439
78.43,360,605,436
78.46,362,605,436
78.50,365,606,437
78.53,373,609,440
78.56,379,618,447
78.59,370,614,456
78.63,363,609,444
78.66,360,606,438
78.69,360,605,436
78.72,362,605,436
78.75,367,607,438
78.79,376,610,441
78.82,339,621,449
78.85,368,616,447
78.88,362,608,443
78.92,361,606,438
78.95,361,605,436
78.98,363,606,436
79.01,367,607,438
79.04,378,611,442
79.08,344,623,451
79.11,367,615,418
79.14,362,608,442
79.17,361,606,437
79.21,361,605,436
79.24,364,606,437
79.27,370,609,440
79.30,387,616,446
79.33,372,603,450
79.37,362,609,444
79.40,361,606,438
79.43,361,605,436
79.46,364,606,436
79.50,369,608,439
79.53,384,615,445
79.56,373,601,459
79.59,363,609,445
79.63,361,606,438
79.66,360,605,436
79.69,362,606,436
79.72,367,607,438
79.75,379,611,442
79.79,373,625,453
79.82,364,613,432
79.85,361,607,440
79.88,360,606,436
79.92,361,605,436
79.95,364,606,436
79.98,369,608,438
80.01,382,613,443
80.04,375,623,456
80.08,364,611,450
80.11,361,607,439
80.14,361,605,436
80.17,362,606,436
80.20,366,607,438
80.24,376,611,441
80.27,353,623,451
80.30,366,614,441
80.33,362,608,441
80.37,360,606,437
80.40,361,606,436
80.43,364,606,437
80.46,371,609,440
80.50,385,616,445
80.53,372,603,459
80.56,363,610,445
80.59,361,606,438
80.62,361,606,436
80.66,363,606,436
80.69,367,608,438
80.72,377,611,442
80.75,358,624,452
80.79,366,614,419
80.82,362,608,440
80.85,360,606,437
80.88,361,606,436
80.91,365,607,437
80.95,371,609,440
80.98,386,615,445
81.01,374,603,458
81.04,364,611,449
81.08,361,607,439
81.11,361,606,436
81.14,361,606,436
81.17,364,607,437
81.20,369,608,439
81.24,381,612,442
81.27,339,624,451
81.30,368,616,422
81.33,362,609,444
81.37,360,607,438
81.40,360,606,436
81.43,362,606,436
81.46,364,607,437
81.50,369,609,439
81.53,381,613,443
81.56,366,623,452
81.59,366,615,420
81.62,362,608,443
81.66,360,607,438
81.69,361,606,436
81.72,362,606,436
81.75,365,607,437
81.79,372,609,440
81.82,384,615,444
81.85,377,624,455
81.88,365,614,424
81.91,362,608,442
81.95,360,607,438
81.98,361,606,436
82.01,362,606,436
82.04,366,608,437
82.07,374,610,440
82.11,382,619,447
82.14,370,599,455
82.17,363,610,446
82.20,360,607,438
82.24,361,606,436
82.27,363,606,436
82.30,366,608,437
82.33,374,610,440
82.37,384,620,448
82.40,370,615,439
82.43,363,609,444
82.46,361,607,438
82.50,361,606,436
82.53,363,607,437
82.56,367,608,438
82.59,380,612,442
82.62,362,624,453
82.66,366,615,428
82.69,361,608,441
82.72,361,606,437
82.75,362,606,436
82.79,365,607,437
82.82,372,610,440
82.85,379,617,446
82.88,371,599,460
82.91,363,610,445
82.95,361,607,438
82.98,361,606,436
83.01,363,607,436
83.04,366,608,438
83.07,375,611,441
83.11,371,621,449
83.14,368,616,426
83.17,362,609,442
83.20,361,607,437
83.24,361,606,436
83.27,364,607,437
83.30,369,609,439
83.33,384,614,444
83.36,376,590,457
83.40,364,611,447
83.43,361,607,438
83.46,361,606,436
83.49,363,607,436
83.53,368,609,439
83.56,382,614,443
83.59,379,606,456
83.62,365,612,450
83.65,361,608,439
83.69,361,606,436
83.72,362,607,436
83.75,365,608,437
83.78,373,610,440
83.82,366,620,448
83.85,368,616,437
83.88,362,609,441
83.91,361,607,437
83.94,362,606,436
83.98,365,608,437
84.01,373,610,440
84.04,378,621,449
84.07,368,616,417
84.11,362,608,441
84.14,360,606,437
84.17,362,607,436
84.20,365,608,437
84.24,375,611,441
84.27,361,625,451
84.30,366,615,451
84.33,361,608,439
84.36,361,606,436
84.40,363,607,436
84.43,368,609,439
84.46,382,614,444
84.49,376,591,459
84.53,364,611,446
84.56,361,607,438
84.59,362,607,436
84.62,365,608,437
84.65,373,611,441
84.69,342,625,452
84.72,366,613,450
84.75,361,607,438
84.78,362,607,436
84.82,365,608,437
84.85,372,611,441
84.88,372,623,451
84.91,366,615,450
84.94,362,608,439
84.98,361,607,436
85.01,364,607,437
85.04,369,609,439
85.07,386,616,445
85.11,372,609,446
85.14,363,610,442
85.17,361,607,437
85.20,362,607,436
85.23,366,608,438
85.27,377,612,442
85.30,370,620,455
85.33,365,612,449
85.36,361,608,438
85.40,361,606,436
85.43,364,607,436
85.46,370,610,439
85.49,384,617,446
85.52,371,606,457
85.56,363,609,442
85.59,361,607,437
85.62,362,607,436
85.65,366,608,437
85.69,375,611,441
85.72,344,625,452
85.75,366,614,449
85.78,362,607,439
85.82,360,607,436
85.85,362,607,436
85.88,367,608,438
85.91,381,613,443
85.94,376,589,456
85.98,363,611,444
86.01,360,607,437
86.04,361,607,436
86.07,364,608,437
86.11,372,610,440
86.14,368,622,450
86.17,367,615,431
86.20,362,608,440
86.23,361,607,436
86.27,363,607,436
86.30,368,609,438
86.33,384,616,445
86.36,372,601,458
86.39,363,609,442
86.43,361,607,437
86.46,362,607,436
86.49,367,609,438
86.52,381,614,443
86.56,375,591,456
86.59,362,609,442
86.62,360,607,436
86.65,361,606,436
86.69,365,608,437
86.72,375,611,441
86.75,342,625,453
86.78,365,613,449
86.81,360,607,438
86.85,360,606,436
86.88,363,607,436
86.91,369,610,439
86.94,382,620,447
86.98,367,616,422
87.01,361,608,439
87.04,360,607,436
87.07,362,607,436
87.11,367,609,438
87.14,383,615,444
87.17,372,596,459
87.20,362,609,442
87.23,360,607,436
87.27,361,606,435
87.30,364,608,436
87.33,373,611,440
87.36,361,623,450
87.39,366,615,438
87.43,361,608,440
87.46,360,607,436
87.49,361,607,435
87.52,365,608,437
87.56,373,611,440
87.59,383,621,448
87.62,369,618,424
87.65,363,610,443
87.69,361,607,437
87.72,361,607,436
87.75,364,608,436
87.78,369,610,439
87.81,384,615,443
87.85,377,593,457
87.88,364,613,448
87.91,361,608,438
87.94,361,607,436
87.97,364,607,436
88.01,368,609,438
88.04,383,615,444
88.07,376,601,459
88.10,364,611,446
88.14,361,607,437
88.17,361,607,436
88.20,364,608,436
88.23,370,610,440
88.26,387,617,446
88.30,372,603,450
88.33,362,609,442
88.36,361,607,437
88.39,362,607,436
88.43,366,608,438
88.46,377,612,442
88.49,367,618,457
88.52,364,611,444
88.56,361,607,437
88.59,362,607,436
88.62,366,609,438
88.65,380,614,443
88.68,374,604,458
88.72,363,610,442
88.75,361,607,437
88.78,363,607,436
88.81,368,610,439
88.85,383,616,445
88.88,371,611,451
88.91,363,609,441
88.94,361,607,436
88.97,363,607,436
89.01,369,610,440
89.04,386,620,449
89.07,368,615,447
89.10,362,608,438
89.14,361,607,436
89.17,364,608,437
89.20,372,611,441
89.23,360,626,453
89.26,365,613,448
89.30,361,608,437
89.33,361,607,436
89.36,365,608,437
89.39,375,612,441
89.43,367,618,457
89.46,364,611,446
89.49,361,607,437
89.52,362,607,435
89.55,365,609,437
89.59,376,612,442
89.62,375,627,456
89.65,364,612,446
89.68,361,607,437
